digit(15216, 3).
digit(42662, 8).
digit(12247, 4).
digit(17637, 1).
digit(11052, 0).
digit(654, 7).
digit(10827, 3).
digit(15939, 7).
digit(46458, 5).
digit(19198, 4).
digit(53368, 7).
digit(2670, 2).
digit(107, 3).
digit(35558, 1).
digit(28436, 2).
digit(20207, 9).
digit(59277, 8).
digit(18168, 6).
digit(7120, 4).
digit(1966, 8).
digit(38619, 4).
digit(42770, 4).
initiatedAtNoise(sequence2 = true, 145).
digit(13762, 2).
digit(32042, 3).
digit(52064, 0).
digit(45137, 4).
digit(48207, 0).
digit(51052, 0).
initiatedAt(sequence0 = true, 151).
digit(41452, 6).
digit(8610, 1).
digit(48046, 5).
digit(57613, 1).
digit(3725, 1).
initiatedAtNoise(sequence0 = true, 156).
digit(13511, 6).
digit(15238, 5).
digit(4297, 4).
digit(53027, 0).
digit(47217, 3).
digit(32673, 4).
digit(59206, 6).
digit(13384, 2).
digit(22017, 6).
digit(4524, 1).
digit(12591, 1).
initiatedAt(sequence0 = false, 167).
digit(34978, 8).
digit(41223, 5).
digit(25710, 8).
digit(34839, 0).
digit(39229, 9).
digit(19646, 0).
digit(51014, 8).
digit(48204, 8).
initiatedAtNoise(sequence2 = false, 175).
digit(45239, 3).
digit(4518, 2).
digit(52510, 9).
digit(34987, 3).
digit(5143, 3).
initiatedAtNoise(sequence3 = true, 180).
digit(24916, 9).
digit(6316, 0).
digit(55501, 0).
initiatedAt(sequence0 = true, 183).
digit(59515, 4).
digit(6593, 0).
digit(54551, 2).
digit(21926, 8).
digit(31940, 4).
digit(53094, 7).
digit(22808, 8).
digit(10213, 6).
digit(189, 2).
digit(54629, 0).
digit(51618, 0).
initiatedAt(sequence0 = true, 194).
digit(18487, 4).
digit(3841, 6).
digit(55653, 2).
digit(27288, 5).
digit(24668, 4).
digit(42946, 9).
digit(44092, 2).
digit(55084, 7).
digit(20149, 4).
digit(18364, 5).
digit(17666, 9).
digit(33297, 2).
digit(32835, 7).
digit(58257, 3).
digit(31533, 7).
digit(8449, 0).
digit(44565, 2).
digit(12569, 5).
digit(1993, 5).
initiatedAt(sequence2 = false, 213).
digit(35829, 1).
digit(8664, 1).
initiatedAtNoise(sequence4 = true, 215).
digit(11468, 4).
digit(38227, 4).
initiatedAt(sequence2 = true, 217).
digit(10509, 5).
digit(44701, 9).
digit(53708, 2).
digit(40684, 7).
digit(55840, 0).
digit(29283, 0).
initiatedAt(sequence0 = true, 223).
digit(34123, 9).
digit(38209, 4).
digit(57482, 4).
initiatedAtNoise(sequence4 = false, 226).
digit(24775, 9).
digit(55951, 6).
digit(37492, 4).
digit(28423, 0).
digit(3733, 1).
digit(21370, 3).
digit(6242, 8).
digit(49260, 1).
digit(3720, 0).
digit(42839, 2).
digit(48682, 3).
digit(44101, 3).
initiatedAt(sequence1 = false, 238).
digit(1872, 3).
initiatedAt(sequence1 = false, 239).
digit(10985, 1).
digit(2025, 6).
digit(27571, 2).
digit(12416, 3).
digit(38398, 1).
digit(1165, 2).
digit(47558, 4).
digit(8828, 7).
digit(9209, 0).
digit(55689, 7).
digit(21905, 1).
digit(38871, 4).
digit(55709, 7).
digit(16609, 7).
initiatedAt(sequence3 = false, 253).
digit(27983, 7).
initiatedAtNoise(sequence0 = false, 254).
digit(57480, 5).
digit(43917, 7).
digit(34663, 8).
digit(10946, 7).
digit(51904, 8).
digit(57779, 4).
digit(9616, 1).
digit(32318, 2).
digit(55996, 2).
initiatedAt(sequence1 = true, 263).
digit(7849, 7).
digit(59181, 6).
digit(37896, 3).
digit(23790, 6).
digit(8709, 3).
digit(20878, 5).
digit(37318, 9).
digit(48586, 5).
digit(40136, 9).
digit(14325, 0).
digit(28093, 8).
digit(12028, 4).
digit(37266, 3).
digit(21085, 8).
digit(31096, 2).
digit(53291, 7).
digit(39720, 4).
digit(48598, 2).
digit(31235, 4).
digit(30610, 7).
digit(18176, 1).
digit(57094, 1).
initiatedAt(sequence0 = false, 285).
digit(48188, 6).
digit(12225, 3).
digit(20150, 3).
initiatedAtNoise(sequence1 = true, 288).
digit(36787, 5).
digit(40023, 6).
digit(43391, 2).
digit(42828, 7).
digit(18257, 7).
initiatedAt(sequence3 = false, 293).
digit(39471, 4).
digit(50908, 9).
digit(41266, 1).
digit(11767, 4).
digit(54344, 8).
digit(57467, 8).
initiatedAt(sequence4 = true, 299).
digit(7690, 9).
digit(51648, 2).
digit(47344, 0).
digit(56903, 1).
digit(44275, 4).
digit(21047, 9).
digit(55182, 8).
digit(57642, 0).
digit(9951, 5).
digit(40009, 6).
digit(19361, 0).
digit(2563, 1).
digit(21110, 8).
digit(48638, 0).
digit(39459, 7).
digit(45257, 7).
initiatedAt(sequence3 = false, 315).
digit(18009, 9).
digit(28672, 2).
digit(1953, 7).
digit(1414, 6).
digit(936, 7).
digit(3652, 4).
digit(194, 4).
initiatedAtNoise(sequence3 = false, 322).
digit(18080, 5).
digit(26479, 1).
digit(11558, 1).
initiatedAt(sequence0 = false, 325).
digit(43563, 3).
digit(36115, 7).
digit(32943, 5).
digit(25680, 6).
digit(26367, 4).
digit(8593, 2).
digit(4719, 3).
digit(38601, 4).
digit(48363, 1).
digit(8092, 1).
initiatedAt(sequence0 = false, 335).
digit(18792, 1).
initiatedAt(sequence0 = false, 336).
digit(31696, 2).
digit(17969, 7).
digit(56969, 0).
digit(25669, 5).
digit(58974, 7).
digit(15652, 6).
digit(34488, 6).
initiatedAt(sequence3 = true, 343).
digit(26158, 7).
digit(18483, 4).
digit(41254, 9).
digit(40253, 5).
digit(15062, 7).
digit(26852, 8).
digit(37097, 9).
digit(786, 7).
digit(39193, 1).
digit(40854, 9).
digit(11760, 1).
digit(44126, 1).
initiatedAtNoise(sequence4 = true, 355).
digit(57359, 0).
digit(25264, 1).
digit(33784, 9).
digit(48532, 0).
digit(23389, 0).
initiatedAt(sequence0 = true, 360).
digit(39656, 0).
initiatedAtNoise(sequence0 = false, 361).
digit(6026, 5).
digit(19790, 8).
digit(22935, 5).
digit(57109, 1).
digit(35577, 8).
digit(19488, 6).
digit(14007, 2).
digit(32448, 4).
digit(21221, 3).
digit(53329, 5).
digit(33570, 8).
digit(30844, 8).
initiatedAtNoise(sequence2 = true, 373).
digit(4704, 5).
digit(5977, 8).
digit(50258, 8).
initiatedAtNoise(sequence3 = true, 376).
digit(58794, 2).
digit(25750, 0).
digit(27169, 6).
digit(16223, 8).
digit(8303, 8).
initiatedAt(sequence4 = true, 381).
digit(12204, 2).
digit(41959, 1).
digit(30601, 8).
digit(40993, 5).
digit(43892, 6).
digit(52982, 2).
digit(51676, 6).
digit(17782, 1).
digit(8711, 4).
digit(16288, 7).
digit(25608, 6).
digit(39731, 8).
digit(46307, 5).
digit(46059, 4).
digit(26096, 1).
digit(21407, 6).
digit(30222, 0).
digit(28551, 4).
digit(53055, 9).
digit(26326, 2).
digit(47568, 7).
digit(17511, 4).
digit(45665, 1).
digit(46208, 3).
digit(37269, 0).
digit(2001, 8).
digit(47240, 4).
digit(10499, 8).
digit(20842, 3).
digit(4734, 7).
digit(35366, 3).
digit(17939, 9).
digit(30241, 3).
digit(8230, 3).
initiatedAtNoise(sequence2 = true, 415).
digit(15427, 1).
digit(33138, 5).
digit(59654, 5).
initiatedAtNoise(sequence4 = true, 418).
digit(58692, 9).
digit(49798, 9).
initiatedAtNoise(sequence2 = true, 420).
digit(57852, 5).
digit(42073, 3).
digit(16753, 9).
digit(10909, 0).
digit(55200, 9).
digit(31036, 4).
digit(9542, 2).
digit(10779, 3).
digit(24095, 3).
initiatedAtNoise(sequence3 = true, 429).
digit(35572, 2).
digit(20929, 0).
digit(44483, 6).
digit(47974, 9).
digit(16884, 9).
initiatedAtNoise(sequence0 = false, 434).
digit(52087, 4).
digit(22348, 7).
digit(20043, 7).
initiatedAt(sequence3 = false, 437).
digit(8766, 5).
digit(24441, 6).
digit(45075, 1).
digit(46183, 0).
digit(13146, 3).
digit(17023, 6).
digit(47042, 0).
digit(51441, 7).
digit(25416, 1).
digit(17985, 6).
digit(16877, 9).
digit(19880, 1).
digit(27114, 0).
digit(53730, 8).
digit(34080, 1).
digit(43599, 3).
digit(26104, 1).
digit(42328, 2).
digit(19883, 3).
digit(46919, 1).
digit(55164, 5).
digit(29906, 2).
digit(34435, 7).
digit(15114, 6).
digit(18345, 4).
digit(56813, 5).
digit(54220, 2).
digit(47385, 7).
digit(24512, 3).
digit(12465, 4).
digit(28876, 6).
digit(58318, 5).
digit(29848, 0).
digit(52919, 4).
digit(2637, 6).
digit(9908, 7).
digit(15670, 9).
digit(8490, 2).
digit(37891, 8).
digit(36248, 3).
digit(3002, 8).
digit(34950, 1).
digit(50669, 2).
digit(10739, 2).
initiatedAt(sequence1 = true, 481).
digit(8022, 5).
digit(9156, 6).
digit(52867, 1).
digit(39532, 9).
digit(32620, 7).
digit(18102, 0).
digit(48710, 4).
digit(6852, 5).
digit(59326, 2).
digit(41646, 0).
digit(50152, 4).
digit(52688, 6).
digit(39482, 5).
digit(50565, 3).
digit(44954, 7).
digit(15065, 0).
digit(51952, 1).
digit(41013, 8).
digit(20741, 4).
digit(32694, 6).
digit(7215, 8).
digit(29805, 0).
digit(8236, 3).
digit(45895, 7).
digit(47113, 2).
digit(47868, 1).
digit(42267, 5).
digit(26751, 2).
digit(2744, 5).
digit(50215, 7).
digit(59807, 2).
digit(59630, 3).
digit(54558, 7).
digit(35240, 2).
digit(30619, 7).
digit(673, 2).
digit(23950, 9).
digit(1243, 1).
digit(47295, 8).
digit(59461, 3).
digit(36431, 0).
digit(9957, 4).
digit(1960, 9).
digit(48273, 1).
digit(16260, 3).
digit(32148, 2).
digit(5749, 1).
digit(20306, 5).
digit(19770, 0).
digit(28796, 3).
digit(57309, 9).
digit(59500, 3).
digit(7612, 2).
digit(34001, 8).
digit(9246, 2).
digit(41490, 0).
digit(44602, 6).
digit(6336, 4).
digit(42276, 1).
digit(15126, 5).
digit(34202, 2).
digit(46442, 3).
digit(26888, 2).
digit(20731, 0).
digit(48982, 2).
digit(11324, 5).
digit(13237, 5).
initiatedAt(sequence2 = false, 548).
digit(28609, 1).
digit(972, 8).
digit(44605, 6).
digit(48461, 1).
digit(56647, 8).
digit(12265, 3).
digit(57420, 0).
digit(3529, 0).
initiatedAt(sequence0 = true, 556).
digit(27793, 1).
digit(36397, 2).
digit(56279, 9).
digit(28901, 1).
digit(43442, 5).
digit(49751, 8).
digit(12909, 1).
digit(20299, 2).
digit(6431, 5).
digit(16859, 9).
digit(17783, 6).
digit(46403, 3).
digit(39595, 3).
initiatedAtNoise(sequence3 = false, 569).
digit(56606, 0).
digit(6274, 5).
digit(9780, 2).
digit(3211, 8).
digit(43844, 1).
digit(51031, 6).
digit(37720, 8).
digit(31172, 0).
digit(41187, 0).
initiatedAtNoise(sequence3 = true, 578).
digit(36090, 0).
initiatedAt(sequence0 = true, 579).
digit(55493, 9).
digit(10191, 4).
digit(58082, 1).
digit(7575, 8).
digit(59283, 4).
digit(21496, 3).
digit(40550, 3).
initiatedAtNoise(sequence4 = true, 586).
digit(39265, 1).
digit(36981, 5).
digit(10089, 6).
digit(7009, 4).
digit(41049, 5).
digit(57007, 2).
digit(59735, 3).
digit(43266, 0).
digit(46028, 2).
digit(58601, 2).
initiatedAtNoise(sequence2 = true, 596).
digit(18387, 9).
digit(30, 3).
digit(429, 0).
digit(36092, 4).
digit(4698, 8).
digit(46498, 4).
digit(14817, 0).
digit(29365, 8).
digit(9133, 1).
digit(16709, 2).
digit(53913, 8).
digit(3589, 2).
digit(49406, 3).
digit(26398, 5).
digit(32547, 5).
initiatedAtNoise(sequence0 = true, 611).
digit(11491, 2).
digit(55959, 8).
digit(29496, 2).
digit(16602, 9).
digit(57046, 1).
digit(57117, 0).
digit(30724, 2).
digit(28712, 8).
digit(15538, 5).
digit(15788, 6).
digit(4085, 9).
digit(11293, 9).
initiatedAt(sequence4 = false, 623).
digit(46421, 6).
digit(31156, 7).
digit(45546, 1).
digit(42357, 4).
digit(36664, 4).
initiatedAt(sequence2 = true, 628).
digit(49517, 6).
digit(39768, 3).
digit(43263, 6).
digit(3518, 7).
digit(25209, 3).
digit(30919, 8).
digit(8769, 4).
digit(44697, 6).
digit(18506, 9).
digit(17866, 7).
digit(12637, 5).
digit(54128, 2).
digit(42138, 2).
initiatedAt(sequence1 = true, 641).
digit(11955, 4).
digit(52895, 5).
digit(24430, 2).
digit(51666, 1).
digit(48171, 9).
digit(5549, 4).
digit(58577, 9).
digit(43579, 8).
digit(47413, 4).
digit(27928, 2).
digit(9757, 2).
initiatedAt(sequence1 = true, 652).
digit(42068, 2).
initiatedAt(sequence1 = true, 653).
digit(57733, 4).
digit(26189, 7).
digit(53568, 5).
digit(5861, 6).
digit(15242, 0).
digit(32588, 3).
digit(58185, 7).
digit(7404, 1).
digit(40462, 3).
digit(59287, 9).
digit(55945, 7).
digit(40976, 1).
digit(16464, 4).
digit(56062, 9).
digit(33460, 8).
digit(16521, 9).
digit(40456, 0).
digit(45076, 1).
digit(45249, 8).
digit(22301, 7).
digit(34243, 8).
digit(43498, 6).
digit(10035, 5).
digit(18519, 4).
digit(46837, 0).
digit(29638, 4).
digit(25977, 6).
digit(34168, 1).
digit(42827, 5).
digit(5442, 3).
digit(29198, 8).
digit(45271, 3).
digit(813, 2).
digit(22163, 8).
digit(5437, 7).
digit(41153, 8).
digit(13733, 1).
digit(44449, 0).
digit(48074, 1).
digit(16041, 7).
digit(45165, 0).
digit(33959, 8).
digit(14885, 4).
digit(57146, 4).
initiatedAt(sequence2 = true, 697).
digit(32414, 3).
digit(39235, 3).
initiatedAt(sequence1 = false, 699).
digit(20968, 8).
digit(52730, 7).
digit(28904, 0).
digit(19939, 2).
digit(45374, 7).
digit(15170, 9).
digit(8632, 2).
digit(20114, 0).
digit(37380, 5).
digit(56478, 9).
digit(29787, 5).
digit(44585, 2).
digit(44522, 3).
digit(24564, 1).
digit(1406, 5).
digit(57143, 6).
digit(59894, 7).
digit(15148, 1).
digit(26772, 1).
initiatedAtNoise(sequence0 = true, 718).
digit(46754, 4).
digit(15430, 8).
digit(13932, 9).
digit(44218, 6).
digit(27214, 3).
digit(7800, 3).
initiatedAt(sequence1 = false, 724).
digit(46777, 4).
digit(21025, 6).
digit(48735, 3).
digit(1862, 3).
initiatedAt(sequence1 = false, 728).
digit(30782, 9).
digit(10918, 4).
digit(44652, 8).
digit(39027, 5).
digit(38023, 5).
initiatedAt(sequence2 = false, 733).
digit(39618, 3).
digit(2142, 7).
digit(36784, 6).
digit(2256, 4).
digit(31477, 7).
digit(42983, 5).
digit(31059, 0).
digit(30734, 0).
initiatedAt(sequence0 = true, 741).
digit(1335, 7).
digit(16807, 4).
digit(27475, 2).
digit(35904, 4).
digit(31702, 5).
digit(59995, 8).
digit(14028, 3).
digit(22322, 3).
initiatedAt(sequence1 = false, 749).
digit(54203, 5).
digit(2931, 3).
digit(7105, 1).
digit(8717, 7).
digit(279, 3).
digit(25897, 7).
digit(15699, 2).
digit(44818, 7).
digit(27898, 2).
digit(58089, 3).
digit(23109, 8).
digit(32188, 4).
digit(43830, 9).
digit(6248, 7).
digit(29093, 9).
digit(9288, 1).
digit(17051, 0).
digit(5487, 0).
initiatedAt(sequence0 = true, 767).
digit(24778, 5).
digit(38786, 4).
digit(4744, 0).
digit(37962, 8).
digit(5674, 0).
digit(12805, 1).
digit(43045, 0).
digit(44836, 7).
digit(47429, 1).
digit(45950, 4).
digit(27039, 7).
digit(31196, 7).
initiatedAt(sequence3 = false, 779).
digit(57190, 1).
digit(38618, 2).
digit(27810, 2).
initiatedAtNoise(sequence2 = true, 782).
digit(18931, 8).
digit(34731, 0).
digit(40659, 5).
digit(32651, 7).
digit(35368, 9).
digit(41164, 7).
digit(3135, 0).
digit(50017, 5).
digit(25699, 9).
digit(23256, 6).
digit(36272, 0).
digit(40286, 0).
initiatedAt(sequence0 = true, 794).
digit(13659, 5).
digit(52754, 6).
digit(51518, 6).
initiatedAt(sequence3 = true, 797).
digit(43542, 7).
digit(59162, 7).
initiatedAt(sequence3 = false, 799).
digit(28897, 7).
initiatedAt(sequence3 = false, 800).
digit(30403, 5).
digit(46938, 7).
digit(23407, 5).
digit(7438, 7).
digit(39344, 8).
digit(2385, 9).
digit(10380, 0).
digit(11308, 1).
digit(19629, 9).
digit(34160, 7).
digit(54226, 8).
digit(44410, 6).
digit(27407, 0).
digit(56423, 1).
digit(54175, 4).
digit(19919, 2).
digit(8111, 9).
digit(4938, 2).
digit(58408, 0).
digit(52248, 1).
digit(12879, 3).
digit(27505, 6).
digit(53592, 9).
digit(42479, 8).
digit(26844, 9).
digit(46411, 6).
digit(44835, 7).
digit(10417, 2).
digit(1473, 4).
digit(17400, 5).
digit(15064, 0).
digit(38983, 3).
digit(6109, 7).
digit(40760, 0).
digit(18356, 2).
digit(41173, 4).
digit(32074, 5).
digit(36428, 4).
digit(2775, 5).
digit(14753, 1).
digit(48030, 9).
digit(42788, 6).
digit(29614, 0).
digit(9812, 3).
digit(41889, 6).
digit(15750, 7).
digit(50601, 5).
digit(46245, 4).
digit(4114, 4).
initiatedAtNoise(sequence1 = true, 849).
digit(23575, 9).
digit(16981, 9).
initiatedAt(sequence4 = false, 851).
digit(59286, 8).
digit(2777, 6).
digit(53147, 1).
digit(32712, 8).
digit(32832, 4).
digit(30745, 4).
initiatedAt(sequence2 = true, 857).
digit(45421, 9).
digit(3070, 1).
digit(2323, 4).
digit(9292, 1).
digit(57260, 6).
digit(691, 1).
digit(18044, 3).
digit(32210, 0).
digit(57583, 2).
digit(9963, 0).
digit(21225, 5).
digit(8458, 4).
digit(32610, 3).
digit(24830, 7).
digit(25989, 1).
digit(58022, 1).
initiatedAt(sequence0 = false, 873).
digit(56957, 2).
digit(48898, 2).
initiatedAtNoise(sequence0 = false, 875).
digit(52865, 0).
digit(4920, 1).
digit(14372, 6).
digit(36845, 8).
digit(18359, 1).
digit(21329, 5).
digit(21575, 1).
digit(48263, 0).
digit(4057, 5).
digit(34986, 8).
digit(35474, 7).
digit(49878, 1).
digit(37295, 4).
digit(53810, 9).
digit(52497, 7).
digit(48467, 4).
digit(9598, 7).
digit(27552, 4).
digit(36531, 7).
digit(14556, 7).
initiatedAt(sequence3 = false, 895).
digit(27406, 7).
initiatedAt(sequence3 = false, 896).
digit(27630, 1).
digit(34415, 7).
digit(29920, 7).
initiatedAt(sequence3 = false, 899).
digit(37298, 7).
initiatedAtNoise(sequence4 = false, 900).
digit(3390, 2).
digit(25162, 4).
digit(46595, 3).
digit(11360, 1).
digit(41512, 2).
digit(8061, 4).
digit(5471, 3).
digit(190, 2).
digit(45510, 6).
digit(1663, 4).
digit(40939, 8).
digit(13561, 7).
digit(45493, 8).
digit(50337, 3).
digit(5760, 1).
digit(50635, 6).
digit(44098, 2).
digit(48656, 6).
digit(57989, 6).
initiatedAtNoise(sequence3 = true, 919).
digit(26703, 9).
digit(18768, 1).
digit(18780, 2).
digit(47756, 0).
digit(21202, 1).
digit(31551, 9).
digit(38130, 3).
digit(28932, 2).
digit(34555, 0).
digit(40837, 7).
digit(53374, 3).
digit(11333, 9).
digit(42447, 5).
digit(5076, 2).
digit(40121, 3).
digit(37836, 5).
digit(56905, 9).
digit(35639, 0).
digit(12166, 1).
digit(13176, 8).
digit(9879, 3).
digit(6509, 6).
digit(28887, 8).
digit(11849, 6).
digit(55414, 5).
digit(44845, 5).
initiatedAtNoise(sequence3 = false, 945).
digit(1639, 7).
digit(13816, 0).
digit(27878, 2).
digit(35422, 3).
digit(28490, 8).
digit(48895, 0).
digit(13337, 7).
digit(35522, 3).
digit(2403, 0).
digit(30387, 6).
digit(16850, 4).
digit(58661, 4).
initiatedAt(sequence2 = true, 957).
digit(39753, 9).
digit(15736, 2).
digit(9526, 6).
digit(29624, 2).
digit(25821, 9).
digit(59984, 1).
digit(4353, 7).
digit(33327, 0).
digit(7875, 0).
initiatedAtNoise(sequence0 = true, 966).
digit(17895, 2).
digit(39283, 2).
initiatedAtNoise(sequence0 = false, 968).
digit(37782, 1).
digit(50484, 5).
digit(6906, 3).
digit(39260, 6).
digit(19706, 5).
digit(20278, 3).
digit(22283, 9).
digit(7833, 5).
digit(44733, 5).
initiatedAt(sequence2 = false, 977).
digit(8083, 1).
digit(22139, 2).
digit(34471, 0).
digit(2268, 5).
digit(11747, 3).
digit(35745, 7).
digit(32749, 9).
digit(11534, 7).
digit(33307, 7).
initiatedAt(sequence3 = false, 986).
digit(6782, 5).
digit(53051, 0).
digit(45940, 3).
digit(49105, 4).
digit(19101, 3).
digit(2505, 1).
digit(1324, 5).
digit(33003, 0).
digit(30193, 3).
digit(55824, 6).
digit(17647, 6).
initiatedAtNoise(sequence2 = false, 997).
digit(49815, 0).
digit(31791, 3).
digit(54030, 8).
digit(30446, 9).
digit(16564, 3).
digit(49906, 7).
digit(37472, 5).
digit(49217, 8).
digit(58799, 5).
digit(9754, 9).
digit(27990, 0).
digit(18343, 3).
digit(22238, 3).
initiatedAt(sequence1 = false, 1010).
digit(12216, 6).
digit(48919, 4).
digit(20558, 7).
digit(54064, 9).
digit(5480, 2).
digit(1134, 2).
initiatedAt(sequence1 = true, 1016).
digit(17927, 2).
initiatedAtNoise(sequence1 = false, 1017).
digit(58606, 7).
digit(45587, 9).
digit(20937, 3).
digit(15300, 1).
digit(52252, 3).
digit(27765, 4).
digit(9977, 3).
digit(39137, 6).
digit(40274, 8).
digit(45577, 0).
digit(59001, 3).
digit(19796, 0).
digit(11466, 6).
digit(37054, 3).
digit(2675, 3).
initiatedAt(sequence1 = false, 1032).
digit(26247, 3).
initiatedAt(sequence1 = false, 1033).
digit(10857, 9).
digit(23100, 9).
initiatedAt(sequence4 = false, 1035).
digit(46075, 3).
digit(28668, 3).
initiatedAtNoise(sequence2 = true, 1037).
digit(7292, 2).
digit(45266, 3).
digit(37440, 2).
digit(51931, 2).
initiatedAt(sequence1 = true, 1041).
digit(320, 0).
digit(41761, 9).
digit(58718, 0).
digit(23860, 3).
digit(17443, 7).
digit(34901, 8).
digit(5299, 8).
initiatedAt(sequence4 = true, 1048).
digit(29031, 9).
digit(54019, 1).
digit(11255, 4).
digit(1922, 4).
initiatedAt(sequence2 = true, 1052).
digit(48416, 7).
digit(57794, 9).
digit(40284, 0).
digit(44360, 8).
digit(2212, 6).
digit(55013, 9).
digit(59130, 2).
digit(54404, 0).
digit(23532, 1).
digit(50914, 1).
initiatedAt(sequence0 = false, 1062).
digit(57810, 0).
digit(50885, 3).
digit(33365, 5).
digit(50733, 2).
digit(57750, 3).
digit(46125, 0).
digit(58330, 5).
digit(44751, 4).
digit(38497, 0).
digit(16350, 9).
digit(2131, 5).
digit(38145, 3).
digit(54635, 3).
initiatedAt(sequence1 = false, 1075).
digit(24638, 6).
digit(50845, 9).
digit(5572, 9).
initiatedAt(sequence4 = false, 1078).
digit(22603, 0).
digit(11330, 0).
initiatedAtNoise(sequence1 = false, 1080).
digit(47208, 5).
digit(57885, 7).
digit(55642, 9).
digit(12736, 5).
digit(15876, 4).
digit(1753, 2).
digit(26344, 6).
digit(8031, 8).
digit(40336, 0).
digit(24108, 8).
digit(45342, 2).
digit(27461, 1).
digit(6823, 0).
digit(34356, 0).
initiatedAtNoise(sequence2 = false, 1094).
digit(24703, 4).
digit(23537, 8).
digit(54641, 6).
digit(6903, 6).
initiatedAt(sequence3 = true, 1098).
digit(21094, 1).
digit(9169, 2).
digit(1546, 4).
digit(10755, 0).
digit(8605, 3).
digit(4147, 8).
digit(10074, 3).
digit(43233, 5).
digit(23637, 8).
digit(44103, 0).
digit(52461, 6).
digit(45136, 2).
digit(14515, 2).
initiatedAt(sequence1 = true, 1111).
digit(23302, 1).
digit(57800, 8).
digit(45663, 7).
digit(45006, 1).
digit(34079, 7).
digit(23383, 8).
digit(7266, 2).
digit(14121, 2).
initiatedAt(sequence1 = true, 1119).
digit(25278, 0).
digit(44086, 4).
digit(30162, 8).
digit(41878, 2).
digit(17369, 2).
initiatedAt(sequence1 = true, 1124).
digit(34058, 3).
digit(1246, 2).
digit(19627, 6).
digit(58946, 3).
digit(59862, 4).
digit(11540, 7).
digit(39115, 0).
digit(53222, 4).
digit(8865, 3).
digit(50926, 5).
digit(14034, 0).
digit(27118, 8).
digit(7454, 1).
digit(854, 2).
digit(57991, 7).
digit(13336, 5).
digit(6503, 8).
digit(31708, 6).
digit(11657, 0).
digit(48541, 5).
digit(29140, 6).
digit(26354, 7).
digit(34258, 9).
digit(9384, 5).
digit(24280, 7).
digit(20330, 9).
digit(49439, 8).
digit(21605, 6).
digit(38034, 7).
digit(20362, 3).
digit(47325, 7).
digit(11661, 0).
digit(30756, 9).
digit(51257, 3).
digit(49493, 8).
digit(25558, 4).
digit(45123, 9).
