digit(14564, 0).
digit(35936, 0).
digit(33048, 1).
digit(13450, 0).
digit(20556, 1).
digit(27082, 0).
digit(9963, 0).
digit(30625, 0).
digit(7668, 1).
digit(24696, 0).
digit(53924, 0).
digit(46892, 0).
digit(40565, 0).
digit(18371, 0).
digit(5147, 0).
digit(13514, 1).
digit(26986, 1).
digit(9085, 1).
digit(15539, 1).
digit(16305, 0).
digit(7491, 1).
digit(309, 1).
digit(6647, 1).
digit(57491, 0).
digit(17365, 0).
digit(19614, 1).
digit(29934, 0).
digit(19440, 1).
digit(37261, 0).
digit(21709, 1).
digit(14516, 1).
digit(51024, 0).
digit(3440, 1).
digit(21970, 0).
digit(58492, 0).
digit(47993, 1).
digit(51483, 1).
digit(11902, 0).
digit(46792, 1).
digit(18695, 1).
digit(48831, 1).
digit(56991, 1).
digit(59820, 1).
digit(41959, 1).
digit(24681, 0).
digit(46196, 1).
digit(55588, 0).
digit(54101, 0).
digit(46185, 1).
digit(2806, 0).
digit(52429, 0).
digit(10416, 1).
digit(35327, 0).
digit(31245, 1).
digit(25124, 1).
digit(33536, 0).
digit(45076, 1).
digit(30471, 1).
digit(20533, 0).
digit(28965, 0).
digit(17213, 1).
digit(40362, 1).
digit(38629, 1).
digit(47668, 1).
digit(44893, 0).
digit(16363, 0).
digit(19006, 0).
digit(49354, 0).
digit(59337, 0).
digit(54393, 1).
digit(49199, 0).
digit(11440, 1).
digit(16546, 1).
digit(29428, 1).
digit(21889, 1).
digit(15542, 0).
digit(56159, 0).
digit(14651, 1).
digit(44208, 0).
digit(17928, 1).
digit(7305, 0).
digit(23250, 0).
digit(46294, 0).
digit(39701, 0).
digit(11379, 0).
digit(19782, 1).
digit(49576, 0).
digit(37047, 0).
digit(1879, 1).
digit(54083, 0).
digit(26780, 1).
digit(59619, 1).
digit(44900, 0).
digit(19091, 1).
digit(6970, 0).
digit(49246, 1).
digit(57749, 1).
digit(21910, 0).
digit(16367, 1).
digit(50151, 0).
digit(49374, 0).
digit(4333, 1).
digit(54293, 1).
digit(18892, 0).
digit(8725, 1).
digit(50862, 0).
digit(30548, 0).
digit(15854, 0).
digit(52995, 0).
digit(24328, 1).
digit(33292, 0).
digit(9315, 1).
digit(51434, 0).
digit(20332, 1).
digit(59773, 1).
digit(39797, 1).
digit(28516, 1).
digit(32079, 1).
digit(38164, 1).
digit(39095, 1).
digit(51714, 1).
digit(31145, 0).
digit(6380, 1).
digit(44335, 0).
digit(41352, 0).
digit(20887, 1).
digit(7471, 0).
digit(5123, 1).
digit(23348, 1).
digit(54753, 1).
digit(7876, 1).
digit(18137, 0).
digit(28063, 1).
digit(23115, 1).
digit(34402, 1).
digit(12500, 0).
digit(45579, 1).
digit(48176, 0).
digit(21477, 1).
digit(49042, 1).
digit(10705, 0).
digit(4710, 1).
digit(23795, 1).
digit(55080, 1).
digit(35565, 1).
digit(53897, 0).
digit(15946, 0).
digit(7037, 0).
digit(30894, 1).
digit(36849, 0).
digit(42666, 1).
digit(59112, 1).
digit(56424, 0).
digit(26087, 1).
digit(14998, 1).
digit(56744, 1).
digit(34493, 1).
digit(52965, 1).
digit(54329, 1).
digit(4607, 0).
digit(8664, 1).
digit(19640, 1).
digit(2436, 0).
digit(34017, 1).
digit(32789, 0).
digit(38599, 0).
digit(40153, 1).
digit(4976, 1).
digit(51651, 1).
digit(43847, 0).
digit(2393, 1).
digit(39173, 1).
digit(38128, 0).
digit(41332, 1).
digit(52036, 0).
digit(7948, 0).
digit(52745, 1).
digit(16136, 0).
digit(57843, 0).
digit(4676, 1).
digit(56459, 0).
digit(58362, 0).
digit(33634, 1).
digit(59353, 0).
digit(42848, 0).
digit(8705, 1).
digit(51308, 0).
digit(49996, 0).
digit(11533, 1).
digit(46334, 1).
digit(19816, 1).
digit(48175, 1).
digit(18360, 1).
digit(12839, 0).
digit(45349, 0).
digit(5246, 0).
digit(53498, 1).
digit(14756, 1).
digit(43316, 1).
digit(52720, 0).
digit(44531, 0).
digit(12743, 1).
digit(54683, 1).
digit(8648, 1).
digit(35907, 1).
digit(29895, 0).
digit(11093, 1).
digit(14685, 1).
digit(37953, 0).
digit(23910, 1).
digit(45723, 1).
digit(32773, 1).
digit(44079, 1).
digit(25779, 1).
digit(40954, 1).
digit(41826, 1).
digit(50070, 0).
digit(53577, 1).
digit(29341, 0).
digit(13371, 0).
digit(25036, 1).
digit(42433, 0).
digit(59498, 1).
digit(59052, 1).
digit(959, 1).
digit(52444, 1).
digit(57552, 1).
digit(9506, 0).
digit(50709, 1).
digit(42584, 1).
digit(46077, 1).
digit(53354, 0).
digit(16887, 1).
digit(42005, 0).
digit(24715, 0).
digit(31323, 1).
digit(28130, 1).
digit(19845, 0).
digit(39049, 1).
digit(20688, 0).
digit(3715, 0).
digit(17376, 0).
digit(50829, 1).
digit(46823, 1).
digit(5204, 1).
digit(39623, 0).
digit(31265, 1).
digit(2864, 0).
digit(35285, 1).
digit(15865, 1).
digit(26487, 1).
digit(4128, 1).
digit(54010, 0).
digit(6209, 1).
digit(46954, 1).
digit(18583, 1).
digit(42776, 0).
digit(7932, 0).
digit(22294, 0).
digit(16080, 1).
digit(5398, 0).
digit(45816, 1).
digit(42243, 1).
digit(50293, 1).
digit(57326, 0).
digit(48273, 1).
digit(20817, 1).
digit(8509, 0).
digit(15138, 1).
digit(52639, 0).
digit(23009, 0).
digit(23823, 0).
digit(2375, 1).
digit(9525, 1).
digit(36288, 1).
digit(13589, 0).
digit(40074, 0).
digit(37977, 0).
digit(15224, 1).
digit(33142, 0).
digit(37043, 0).
digit(41877, 0).
digit(19917, 1).
digit(24839, 1).
digit(59836, 1).
digit(59165, 0).
digit(29918, 0).
digit(11116, 0).
digit(1046, 0).
digit(2051, 0).
digit(18963, 1).
digit(13076, 0).
digit(1403, 0).
digit(13075, 0).
digit(39462, 1).
digit(11026, 0).
digit(11041, 0).
digit(47224, 1).
digit(52916, 1).
digit(34869, 1).
digit(19526, 1).
digit(15700, 0).
digit(31001, 1).
digit(44788, 0).
digit(54675, 1).
digit(4729, 0).
digit(14857, 0).
digit(44276, 0).
digit(23647, 1).
digit(29403, 1).
digit(35999, 0).
digit(3113, 1).
digit(50225, 1).
digit(41401, 0).
digit(42058, 1).
digit(27401, 0).
digit(25024, 0).
digit(11933, 0).
digit(53018, 1).
digit(351, 1).
digit(35294, 0).
digit(51067, 1).
digit(32411, 1).
digit(33268, 1).
digit(29074, 0).
digit(19325, 0).
digit(30721, 1).
digit(47867, 0).
digit(5256, 1).
digit(21288, 1).
digit(56336, 1).
digit(14559, 0).
digit(28238, 1).
digit(5808, 0).
digit(21220, 1).
digit(20465, 1).
digit(41922, 0).
digit(11308, 1).
digit(949, 0).
digit(41756, 0).
digit(22432, 0).
digit(54865, 0).
digit(22170, 1).
digit(19774, 0).
digit(11248, 1).
digit(56668, 1).
digit(29119, 0).
digit(27484, 0).
digit(34334, 1).
digit(50407, 0).
digit(47875, 1).
digit(35236, 1).
digit(34511, 0).
digit(22343, 1).
digit(49065, 0).
digit(104, 1).
digit(10340, 0).
digit(20371, 0).
digit(45589, 0).
digit(33741, 1).
digit(47482, 0).
digit(40443, 1).
digit(59849, 1).
digit(22981, 0).
digit(16686, 1).
digit(46326, 1).
digit(31180, 0).
digit(29926, 0).
digit(58266, 1).
digit(3396, 0).
digit(8289, 0).
digit(51833, 1).
digit(45559, 1).
digit(57053, 0).
digit(53632, 0).
digit(25112, 1).
digit(55217, 0).
digit(7710, 0).
digit(55819, 1).
digit(51365, 0).
digit(14016, 1).
digit(42806, 1).
digit(58051, 1).
digit(42915, 0).
digit(38163, 1).
digit(31082, 0).
digit(7060, 1).
digit(40310, 1).
digit(9674, 1).
digit(33464, 0).
digit(58677, 1).
digit(19997, 1).
digit(56606, 0).
digit(41713, 0).
digit(43624, 0).
digit(53178, 1).
digit(35661, 1).
digit(10686, 1).
digit(38585, 1).
digit(14945, 1).
digit(43347, 0).
digit(50024, 0).
digit(25085, 0).
digit(31179, 1).
digit(28650, 1).
digit(27276, 1).
digit(5608, 0).
digit(9415, 1).
digit(13719, 0).
digit(41454, 1).
digit(5189, 1).
digit(20699, 1).
digit(25199, 0).
digit(22375, 0).
digit(58072, 1).
digit(56158, 0).
digit(17503, 0).
digit(21697, 1).
digit(2709, 0).
digit(1211, 1).
digit(17488, 1).
digit(702, 0).
digit(6570, 1).
digit(14445, 0).
digit(6422, 0).
digit(7012, 0).
digit(45608, 0).
digit(49628, 1).
digit(10409, 1).
digit(1876, 0).
digit(3612, 0).
digit(44103, 0).
digit(43932, 0).
digit(20536, 1).
digit(11409, 0).
digit(54468, 1).
digit(42260, 1).
digit(31556, 1).
digit(33705, 1).
digit(10261, 0).
digit(5927, 0).
digit(46601, 1).
digit(20662, 0).
digit(7561, 1).
digit(4265, 0).
digit(10664, 0).
digit(22225, 0).
digit(37968, 0).
digit(1606, 0).
digit(871, 1).
digit(37045, 1).
digit(30800, 0).
digit(15397, 1).
digit(3587, 1).
digit(22441, 0).
digit(14393, 0).
digit(44967, 1).
digit(20713, 0).
digit(58160, 0).
digit(56714, 1).
digit(2826, 0).
digit(8885, 0).
digit(57855, 1).
digit(50192, 0).
digit(14879, 1).
digit(42486, 1).
digit(18486, 0).
digit(49924, 0).
digit(11501, 0).
digit(41056, 0).
digit(17618, 1).
digit(45189, 0).
digit(9710, 0).
digit(18219, 0).
digit(15191, 0).
digit(18794, 0).
digit(5646, 0).
digit(16817, 0).
digit(25285, 0).
digit(41986, 1).
digit(27572, 1).
digit(36255, 0).
digit(46058, 1).
digit(42818, 0).
digit(57558, 0).
digit(6851, 1).
digit(2100, 0).
digit(6070, 1).
digit(2493, 0).
digit(20212, 1).
digit(55646, 0).
digit(24189, 0).
digit(34261, 1).
digit(58206, 0).
digit(16021, 1).
digit(7566, 0).
digit(9047, 0).
digit(4186, 1).
digit(9485, 0).
digit(15160, 0).
digit(1463, 1).
digit(49265, 1).
digit(21168, 1).
digit(58952, 0).
digit(47197, 0).
digit(45146, 0).
digit(59433, 0).
digit(9973, 1).
digit(55150, 1).
digit(39874, 0).
digit(59840, 0).
digit(22405, 0).
digit(39785, 1).
digit(34555, 0).
digit(14070, 1).
digit(2316, 1).
digit(44770, 1).
digit(47172, 0).
digit(36168, 0).
digit(15288, 0).
digit(52508, 0).
digit(22529, 0).
digit(114, 0).
digit(42932, 1).
digit(50631, 1).
digit(30189, 1).
digit(19399, 0).
digit(17124, 0).
digit(12764, 0).
digit(55169, 1).
digit(45942, 0).
digit(47190, 0).
digit(8723, 0).
digit(56715, 0).
digit(6146, 0).
digit(32986, 1).
digit(4962, 0).
digit(58685, 1).
digit(17941, 0).
digit(57073, 0).
digit(40171, 0).
digit(48611, 1).
digit(12521, 1).
digit(3546, 1).
digit(56559, 1).
digit(2889, 1).
digit(26535, 1).
digit(52318, 0).
digit(36042, 1).
digit(4455, 0).
digit(31597, 1).
digit(57673, 1).
digit(51554, 1).
digit(30711, 1).
digit(54947, 1).
digit(33433, 1).
digit(33776, 0).
digit(39620, 0).
digit(872, 0).
digit(54764, 0).
digit(17845, 1).
digit(44724, 1).
digit(59060, 1).
digit(49949, 0).
digit(4106, 0).
digit(21932, 0).
digit(22705, 1).
digit(17888, 1).
digit(2974, 0).
digit(5169, 1).
digit(6880, 1).
digit(40273, 1).
digit(17433, 1).
digit(37663, 0).
digit(31633, 1).
digit(11156, 1).
digit(156, 0).
digit(7905, 0).
digit(23589, 0).
digit(58557, 1).
digit(30404, 1).
digit(47078, 0).
digit(18568, 1).
digit(21362, 1).
digit(3145, 1).
digit(18507, 0).
digit(7574, 1).
digit(45276, 0).
digit(440, 0).
digit(31701, 1).
digit(29679, 1).
digit(10859, 0).
digit(54711, 0).
digit(32036, 0).
digit(55259, 0).
digit(12412, 1).
digit(30848, 1).
digit(46375, 0).
digit(19452, 1).
digit(23521, 0).
digit(26991, 1).
digit(18858, 0).
digit(833, 1).
digit(54391, 0).
digit(3567, 1).
digit(35831, 1).
digit(40200, 0).
digit(34679, 1).
digit(36317, 1).
digit(45307, 0).
digit(39334, 0).
digit(13711, 1).
digit(47373, 1).
digit(21301, 1).
digit(56239, 0).
digit(24640, 0).
digit(44650, 1).
digit(47773, 1).
digit(32399, 0).
digit(36442, 1).
digit(38835, 0).
digit(48419, 0).
digit(40042, 0).
digit(44225, 0).
digit(59256, 0).
digit(17943, 1).
digit(8319, 1).
digit(5729, 0).
digit(18781, 1).
digit(7746, 1).
digit(8219, 1).
digit(24755, 0).
digit(59918, 0).
digit(41570, 0).
digit(50585, 1).
digit(3585, 0).
digit(128, 1).
digit(12209, 1).
digit(52342, 1).
digit(11214, 1).
digit(18658, 0).
digit(14041, 1).
digit(20863, 0).
digit(51666, 1).
digit(23289, 0).
digit(52228, 0).
digit(56929, 0).
digit(38824, 1).
digit(15649, 1).
digit(49097, 0).
digit(5732, 1).
digit(648, 1).
digit(1915, 1).
digit(34623, 0).
digit(3831, 1).
digit(25364, 1).
digit(53539, 1).
digit(16691, 1).
digit(22658, 0).
digit(21526, 0).
digit(46139, 0).
digit(20691, 1).
digit(59847, 0).
digit(53573, 0).
digit(1090, 0).
digit(54651, 1).
digit(29587, 1).
digit(24115, 1).
digit(13748, 1).
digit(59272, 0).
digit(5955, 1).
digit(25433, 0).
digit(11848, 0).
digit(56980, 1).
digit(11683, 0).
digit(42157, 0).
digit(28044, 0).
digit(2269, 0).
digit(43423, 0).
digit(47670, 1).
digit(42113, 1).
digit(35596, 1).
digit(40821, 0).
digit(17607, 1).
digit(51395, 0).
digit(57682, 0).
digit(9507, 1).
digit(32463, 0).
digit(54876, 1).
digit(27550, 0).
digit(55499, 1).
digit(41728, 1).
digit(45218, 0).
digit(18970, 0).
digit(26485, 1).
digit(11975, 1).
digit(51892, 0).
digit(33480, 1).
digit(28888, 0).
digit(33923, 0).
digit(780, 1).
digit(52741, 1).
digit(15926, 0).
digit(15992, 0).
digit(12845, 1).
digit(6785, 1).
digit(29242, 1).
digit(33066, 0).
digit(18993, 1).
digit(48441, 1).
digit(40769, 1).
digit(22706, 0).
digit(44899, 1).
digit(6987, 0).
digit(38523, 0).
digit(25039, 0).
digit(13344, 0).
digit(24509, 1).
digit(17465, 1).
digit(45371, 0).
digit(38559, 0).
digit(54380, 1).
digit(26944, 1).
digit(1837, 0).
digit(25322, 1).
digit(53575, 0).
digit(12310, 1).
digit(17485, 0).
digit(54414, 0).
digit(35558, 1).
digit(41614, 0).
digit(3605, 1).
digit(23613, 0).
digit(24838, 1).
digit(58599, 0).
digit(26277, 0).
digit(42578, 1).
digit(4685, 1).
digit(52715, 1).
digit(8185, 1).
digit(14498, 1).
digit(41795, 0).
digit(34273, 0).
digit(1699, 1).
digit(14039, 0).
digit(7105, 1).
digit(31625, 0).
digit(28755, 0).
digit(12872, 0).
digit(52731, 1).
digit(13751, 0).
digit(25443, 1).
digit(9703, 0).
digit(43984, 1).
digit(39936, 1).
digit(45975, 0).
digit(43197, 1).
digit(58427, 1).
digit(662, 0).
digit(3321, 1).
digit(618, 1).
digit(42786, 1).
digit(1080, 1).
digit(58745, 1).
digit(28568, 1).
digit(36626, 1).
digit(6763, 0).
digit(2121, 0).
digit(52354, 0).
digit(9365, 1).
digit(2526, 0).
digit(7330, 1).
digit(46436, 0).
digit(27011, 1).
digit(29887, 0).
digit(18073, 0).
digit(40249, 0).
digit(5888, 0).
digit(44411, 0).
digit(45650, 1).
digit(39857, 1).
digit(38868, 1).
digit(4316, 0).
digit(52821, 0).
digit(18256, 1).
digit(52758, 1).
digit(25054, 1).
digit(59796, 1).
digit(53789, 0).
digit(27137, 0).
digit(35994, 0).
digit(24782, 1).
digit(7406, 1).
digit(55095, 0).
digit(51826, 0).
digit(17466, 0).
digit(14964, 1).
digit(59606, 1).
digit(16392, 1).
digit(3131, 0).
digit(32315, 1).
digit(22644, 1).
digit(34641, 1).
digit(18606, 0).
digit(36848, 0).
digit(43336, 1).
digit(18896, 0).
digit(36223, 0).
digit(4918, 0).
digit(59940, 0).
digit(27380, 0).
digit(19394, 1).
digit(40454, 0).
digit(49370, 0).
digit(16233, 1).
digit(47716, 0).
digit(26728, 0).
digit(2040, 1).
digit(7548, 0).
digit(2245, 0).
digit(23889, 1).
digit(49807, 1).
digit(11604, 1).
digit(1230, 1).
digit(40400, 0).
digit(15002, 1).
digit(32486, 1).
digit(39656, 0).
digit(56103, 0).
digit(48719, 0).
digit(34199, 1).
digit(17285, 0).
digit(905, 1).
digit(58763, 1).
digit(20365, 1).
digit(656, 0).
digit(5981, 0).
digit(54809, 1).
digit(31570, 1).
digit(35600, 1).
digit(46860, 0).
digit(36764, 0).
digit(4764, 1).
digit(42537, 1).
digit(15901, 0).
digit(30963, 1).
digit(58935, 1).
digit(4069, 1).
digit(20010, 0).
digit(51587, 0).
digit(21090, 1).
digit(31865, 0).
digit(42224, 0).
digit(1857, 0).
digit(28349, 1).
digit(34070, 0).
digit(4950, 1).
digit(12421, 0).
digit(17519, 0).
digit(57410, 1).
digit(40779, 1).
digit(28546, 0).
digit(46360, 1).
digit(48363, 1).
digit(41409, 1).
digit(3943, 0).
digit(25980, 0).
digit(18893, 0).
digit(13542, 1).
digit(47488, 0).
digit(6034, 0).
digit(18461, 0).
digit(23318, 1).
digit(40456, 0).
digit(42038, 0).
digit(3337, 0).
digit(50493, 1).
digit(8063, 1).
digit(27343, 0).
digit(37059, 0).
digit(42446, 0).
digit(32890, 1).
digit(16905, 0).
digit(17429, 1).
digit(13674, 1).
digit(54835, 0).
digit(35778, 0).
digit(9196, 0).
digit(19241, 0).
digit(54342, 1).
digit(50127, 0).
digit(19490, 0).
digit(32472, 1).
digit(56110, 1).
digit(41288, 0).
digit(39037, 0).
digit(58286, 1).
digit(48189, 1).
digit(22583, 0).
digit(15428, 1).
digit(2333, 0).
digit(46880, 1).
digit(58486, 1).
digit(15435, 1).
digit(52470, 0).
digit(10048, 1).
digit(49441, 1).
digit(35067, 0).
digit(54089, 0).
digit(31318, 1).
digit(55541, 0).
digit(30891, 0).
digit(56556, 0).
digit(39403, 1).
digit(27247, 0).
digit(11630, 1).
digit(26099, 1).
digit(47096, 0).
digit(39033, 1).
digit(38455, 1).
digit(19859, 0).
digit(2134, 1).
digit(36788, 0).
digit(48741, 1).
digit(57575, 0).
digit(41620, 0).
digit(46166, 0).
digit(26537, 1).
digit(46746, 0).
digit(55567, 1).
digit(11249, 1).
digit(50918, 1).
digit(15633, 1).
digit(47820, 0).
digit(23536, 0).
digit(46459, 0).
digit(50723, 0).
digit(7089, 1).
digit(40516, 1).
digit(44448, 0).
digit(57887, 0).
digit(57969, 1).
digit(58809, 0).
digit(9342, 0).
digit(51836, 1).
digit(48444, 1).
digit(37495, 0).
digit(38965, 1).
digit(19104, 0).
digit(22208, 0).
digit(4763, 1).
digit(49284, 1).
digit(5373, 0).
digit(26261, 0).
digit(52831, 0).
digit(43315, 1).
digit(39710, 0).
digit(20947, 0).
digit(23342, 1).
digit(34958, 0).
digit(29368, 0).
digit(16498, 0).
digit(48434, 0).
digit(24940, 0).
digit(24346, 0).
digit(31174, 1).
digit(35116, 1).
digit(38718, 1).
digit(57390, 0).
digit(43553, 1).
digit(36240, 1).
digit(45140, 1).
digit(11157, 1).
digit(8193, 0).
digit(39233, 0).
digit(19649, 0).
digit(46159, 1).
digit(2410, 1).
digit(46840, 1).
digit(290, 1).
digit(40359, 1).
digit(40820, 0).
digit(32070, 1).
digit(57385, 1).
digit(54103, 1).
digit(4623, 1).
digit(41524, 1).
digit(49932, 1).
digit(19643, 1).
digit(24624, 1).
digit(53399, 0).
digit(39072, 1).
digit(39782, 1).
digit(27792, 1).
digit(15758, 1).
digit(38335, 0).
digit(28945, 0).
digit(45666, 1).
digit(9840, 0).
digit(31908, 1).
digit(41320, 0).
digit(3004, 1).
digit(13347, 0).
digit(29976, 1).
digit(23279, 0).
digit(52418, 1).
digit(38332, 0).
digit(15265, 1).
digit(31494, 1).
digit(34625, 1).
digit(21141, 0).
digit(26238, 1).
digit(34158, 1).
digit(4920, 1).
digit(53351, 1).
digit(15993, 0).
digit(20461, 1).
digit(45695, 0).
digit(52613, 0).
digit(34705, 1).
digit(8046, 0).
digit(489, 0).
digit(3377, 0).
digit(28894, 1).
digit(57685, 0).
digit(47222, 1).
digit(51801, 1).
digit(577, 0).
digit(37141, 0).
digit(27707, 1).
digit(10272, 0).
digit(48631, 0).
digit(22196, 0).
digit(50219, 1).
digit(18758, 1).
digit(9837, 1).
digit(53980, 1).
digit(57650, 0).
digit(13785, 1).
digit(16345, 1).
digit(47855, 0).
digit(50051, 1).
digit(22916, 1).
digit(24738, 1).
digit(3309, 0).
digit(16412, 0).
digit(524, 0).
digit(13005, 0).
digit(54485, 1).
digit(24388, 0).
digit(58672, 1).
digit(53087, 1).
digit(28420, 1).
digit(14575, 1).
digit(56219, 0).
digit(41259, 0).
digit(50018, 0).
digit(30667, 1).
digit(633, 0).
digit(22659, 1).
digit(55222, 1).
digit(29809, 0).
digit(10020, 1).
digit(41222, 1).
digit(40335, 0).
digit(17693, 0).
digit(22158, 1).
digit(25921, 0).
digit(52941, 0).
digit(11780, 0).
digit(50682, 1).
digit(492, 1).
digit(1310, 0).
digit(2894, 1).
digit(25269, 1).
digit(8113, 0).
digit(16265, 1).
digit(46818, 0).
digit(49342, 0).
digit(21878, 1).
digit(39106, 1).
digit(11561, 1).
digit(34777, 1).
digit(39737, 1).
digit(37463, 1).
digit(50472, 1).
digit(31769, 0).
digit(15878, 1).
digit(27270, 1).
digit(30854, 1).
digit(42098, 1).
digit(40664, 1).
digit(33750, 1).
digit(5903, 1).
digit(46484, 0).
digit(12693, 1).
digit(36146, 0).
digit(27262, 1).
digit(31134, 1).
digit(38099, 0).
digit(26495, 1).
digit(17704, 1).
digit(44513, 0).
