digit(24335, 8).
digit(18871, 7).
digit(7562, 8).
digit(6968, 6).
digit(3190, 8).
digit(17442, 8).
digit(12864, 8).
digit(31111, 7).
digit(4786, 8).
digit(24536, 5).
digit(3322, 9).
digit(21207, 6).
digit(30875, 9).
digit(13255, 9).
digit(20790, 8).
digit(23577, 9).
digit(1399, 9).
digit(4370, 1).
digit(1372, 8).
digit(28801, 4).
digit(10884, 5).
digit(6614, 6).
digit(9342, 8).
digit(13717, 8).
digit(20021, 5).
digit(22410, 1).
digit(16910, 9).
digit(8073, 8).
digit(6918, 4).
digit(30169, 8).
digit(32330, 4).
digit(7663, 8).
digit(4997, 5).
digit(31563, 7).
digit(7868, 7).
digit(27360, 9).
digit(29050, 5).
digit(27799, 8).
digit(31091, 9).
digit(29304, 3).
digit(8523, 9).
digit(29064, 4).
digit(1002, 3).
digit(11784, 9).
digit(2073, 5).
digit(10207, 8).
digit(4136, 6).
digit(30778, 7).
digit(27302, 8).
digit(30352, 0).
digit(2353, 7).
digit(19978, 1).
digit(892, 4).
digit(8465, 6).
digit(20398, 8).
digit(2497, 9).
digit(17937, 5).
digit(20678, 3).
digit(16155, 9).
digit(30394, 7).
digit(22125, 9).
digit(22202, 5).
digit(9947, 1).
digit(10331, 9).
digit(24408, 9).
digit(22808, 0).
digit(26478, 7).
digit(6054, 9).
digit(18742, 1).
digit(14880, 6).
digit(9394, 8).
digit(16906, 9).
digit(8642, 7).
digit(1714, 5).
digit(19975, 3).
digit(14412, 6).
digit(222, 4).
digit(1257, 9).
digit(21795, 0).
digit(14682, 3).
digit(14490, 8).
digit(28184, 1).
digit(11054, 6).
digit(19450, 6).
digit(31571, 6).
digit(22474, 7).
digit(1348, 2).
digit(30222, 9).
digit(6312, 4).
digit(30729, 4).
digit(30205, 8).
digit(20625, 9).
digit(24800, 9).
digit(10115, 2).
digit(19429, 9).
digit(17023, 6).
digit(16704, 8).
digit(28984, 9).
digit(22496, 6).
digit(24743, 3).
digit(4471, 4).
digit(32594, 7).
digit(19195, 9).
digit(9514, 5).
digit(9349, 2).
digit(5807, 8).
digit(26556, 7).
digit(20917, 6).
digit(26058, 6).
digit(1560, 7).
digit(8951, 3).
digit(28269, 9).
digit(17683, 4).
digit(9761, 2).
digit(21564, 9).
digit(29560, 5).
digit(31465, 6).
digit(1708, 5).
digit(7486, 9).
digit(31154, 7).
digit(32424, 0).
digit(5514, 6).
digit(25089, 9).
digit(22229, 2).
digit(12110, 9).
digit(14971, 4).
digit(29884, 1).
digit(18953, 6).
digit(26533, 6).
digit(10320, 4).
digit(2703, 6).
digit(6569, 1).
digit(2035, 4).
digit(14604, 2).
digit(12, 6).
digit(1890, 4).
digit(18238, 5).
digit(12055, 1).
digit(7743, 7).
digit(26908, 3).
digit(28489, 6).
digit(23480, 8).
digit(3088, 9).
digit(2489, 2).
digit(19402, 4).
digit(14448, 6).
digit(13115, 4).
digit(3037, 7).
digit(25494, 7).
digit(2426, 5).
digit(26434, 7).
digit(22210, 8).
digit(773, 2).
digit(439, 5).
digit(25856, 4).
digit(10893, 8).
digit(16869, 5).
digit(15491, 5).
digit(16033, 7).
digit(22180, 9).
digit(24534, 5).
digit(2886, 8).
digit(5449, 4).
digit(27287, 6).
digit(29057, 8).
digit(32122, 9).
digit(32116, 9).
digit(15185, 0).
digit(900, 6).
digit(15156, 6).
digit(23717, 8).
digit(16691, 9).
digit(17980, 2).
digit(16765, 8).
digit(76, 6).
digit(3644, 3).
digit(10327, 4).
digit(18610, 7).
digit(13927, 6).
digit(24511, 3).
digit(3327, 6).
digit(30512, 9).
digit(6274, 3).
digit(12510, 5).
digit(12742, 8).
digit(31720, 3).
digit(13829, 5).
digit(25995, 8).
digit(1413, 2).
digit(7406, 7).
digit(32669, 4).
digit(1152, 7).
digit(15151, 8).
digit(18512, 7).
digit(20639, 6).
digit(15570, 8).
digit(3335, 5).
digit(22953, 7).
digit(772, 9).
digit(27824, 2).
digit(16814, 8).
digit(31705, 7).
digit(27920, 9).
digit(21226, 9).
digit(30144, 5).
digit(21234, 3).
digit(7320, 9).
digit(11701, 6).
digit(30083, 7).
digit(23092, 7).
digit(7274, 6).
digit(16615, 9).
digit(2682, 7).
digit(6591, 9).
digit(701, 7).
digit(1950, 6).
digit(32336, 8).
digit(26335, 3).
digit(27815, 6).
digit(14954, 5).
digit(30578, 5).
digit(32407, 8).
digit(25136, 4).
digit(27696, 7).
digit(27995, 5).
digit(5109, 2).
digit(11483, 6).
digit(16730, 9).
digit(19215, 6).
digit(3437, 4).
digit(9644, 2).
digit(28503, 7).
digit(23513, 3).
digit(20812, 8).
digit(30553, 9).
digit(2586, 7).
digit(20706, 6).
digit(20341, 8).
digit(22961, 2).
digit(16658, 9).
digit(30924, 4).
digit(22270, 7).
digit(31704, 5).
digit(26179, 9).
digit(23688, 6).
digit(13220, 6).
digit(9731, 3).
digit(17982, 7).
digit(32310, 3).
digit(3967, 9).
digit(22349, 8).
digit(29620, 6).
digit(1175, 6).
digit(30461, 7).
digit(20214, 7).
digit(24460, 5).
digit(15404, 4).
digit(6485, 7).
digit(21241, 7).
digit(6414, 5).
digit(18357, 6).
digit(12603, 5).
digit(21501, 7).
digit(25752, 5).
digit(11240, 8).
digit(11591, 8).
digit(22285, 5).
digit(12175, 3).
digit(1400, 4).
digit(23268, 9).
digit(24682, 9).
digit(25816, 2).
digit(28191, 8).
digit(11702, 7).
digit(12402, 2).
digit(5769, 9).
digit(7482, 1).
digit(21984, 3).
digit(10073, 4).
digit(2979, 7).
digit(14523, 8).
digit(4764, 6).
digit(25370, 1).
digit(22633, 2).
digit(16796, 9).
digit(20452, 8).
digit(1578, 4).
digit(28082, 5).
digit(30244, 5).
digit(9737, 7).
digit(20013, 9).
digit(27486, 5).
digit(5222, 7).
digit(31819, 6).
digit(21933, 7).
digit(27659, 7).
digit(29145, 4).
digit(24185, 8).
digit(15571, 0).
digit(30022, 9).
digit(24501, 9).
digit(5657, 9).
digit(11315, 6).
digit(2352, 7).
digit(8335, 8).
digit(3655, 5).
digit(6583, 9).
digit(9399, 6).
digit(7764, 3).
digit(21148, 5).
digit(25383, 6).
digit(11050, 3).
digit(7502, 4).
digit(9166, 8).
digit(17175, 7).
digit(1285, 9).
digit(10837, 6).
digit(29118, 1).
digit(21891, 6).
digit(5502, 9).
digit(5676, 6).
digit(32140, 6).
digit(25544, 9).
digit(25353, 3).
digit(10573, 9).
digit(30134, 2).
digit(19335, 8).
digit(21410, 8).
digit(12064, 9).
digit(31385, 1).
digit(24898, 6).
digit(1225, 6).
digit(27280, 7).
digit(9678, 7).
digit(31570, 9).
digit(24472, 8).
digit(24794, 9).
digit(7816, 7).
digit(32452, 6).
digit(7506, 9).
digit(427, 6).
digit(14292, 4).
digit(22341, 2).
digit(24368, 3).
digit(26332, 6).
digit(30881, 9).
digit(15939, 9).
digit(4516, 5).
digit(1915, 9).
digit(2062, 9).
digit(27613, 8).
digit(23335, 0).
digit(29486, 8).
digit(3501, 6).
digit(9148, 2).
digit(18732, 3).
digit(25035, 8).
digit(13440, 4).
digit(28508, 3).
digit(5915, 6).
digit(25456, 2).
digit(13507, 7).
digit(1361, 4).
digit(31793, 6).
digit(29949, 6).
digit(23024, 9).
digit(8896, 8).
digit(6512, 9).
digit(1114, 4).
digit(29908, 6).
digit(6938, 0).
digit(26821, 7).
digit(8308, 7).
digit(2375, 7).
digit(20879, 8).
digit(4405, 6).
digit(26725, 9).
digit(3337, 6).
digit(19586, 7).
digit(6339, 0).
digit(16758, 3).
digit(11184, 0).
digit(714, 7).
digit(4060, 9).
digit(21694, 9).
digit(25545, 4).
digit(25182, 5).
digit(2877, 6).
digit(14713, 8).
digit(9184, 9).
digit(19806, 6).
digit(23520, 2).
digit(1805, 8).
digit(6467, 9).
digit(14446, 3).
digit(22086, 3).
digit(19675, 7).
digit(13209, 6).
digit(8776, 7).
digit(16401, 7).
digit(25199, 5).
digit(20624, 3).
digit(32779, 9).
digit(3492, 7).
digit(12109, 6).
digit(6303, 7).
digit(7994, 2).
digit(29092, 4).
digit(24155, 4).
digit(5221, 4).
digit(20499, 8).
digit(20991, 7).
digit(31473, 8).
digit(22382, 8).
digit(1978, 3).
digit(19298, 9).
digit(20794, 5).
digit(13240, 4).
digit(19519, 7).
digit(8392, 9).
digit(17291, 1).
digit(18777, 9).
digit(6228, 4).
digit(22797, 8).
digit(17760, 3).
digit(5100, 5).
digit(20873, 6).
digit(23875, 9).
digit(5421, 3).
digit(31060, 9).
digit(3865, 3).
digit(6881, 7).
digit(23441, 7).
digit(3682, 5).
digit(13556, 1).
digit(9256, 8).
digit(5923, 9).
digit(22439, 9).
digit(16353, 2).
digit(20979, 8).
digit(20227, 9).
digit(13960, 4).
digit(10242, 9).
digit(30854, 8).
digit(3932, 1).
digit(7649, 4).
digit(18186, 9).
digit(20390, 3).
digit(1293, 3).
digit(27682, 9).
digit(8031, 6).
digit(3931, 4).
digit(24678, 1).
digit(13614, 6).
digit(3148, 8).
digit(27836, 7).
digit(22315, 5).
digit(3252, 2).
digit(3974, 9).
digit(27643, 7).
digit(18999, 5).
digit(27894, 9).
digit(22770, 8).
digit(31363, 8).
digit(28460, 7).
digit(2587, 7).
digit(6368, 6).
digit(10635, 3).
digit(3843, 9).
digit(27783, 7).
digit(21257, 8).
digit(29131, 6).
digit(17999, 3).
digit(10717, 9).
digit(20375, 0).
digit(23310, 4).
digit(30411, 3).
digit(10922, 6).
digit(21769, 1).
digit(12535, 6).
digit(22980, 9).
digit(31860, 5).
digit(21387, 9).
digit(5074, 5).
digit(31269, 7).
digit(11817, 8).
digit(18410, 7).
digit(14841, 8).
digit(26661, 4).
digit(7639, 7).
digit(29219, 2).
digit(7205, 7).
digit(11571, 9).
digit(20424, 8).
digit(13896, 7).
digit(23449, 4).
digit(7124, 8).
digit(16315, 2).
digit(10868, 5).
digit(18042, 9).
digit(49, 7).
digit(28242, 6).
digit(241, 8).
digit(12805, 4).
digit(25537, 3).
digit(3666, 7).
digit(23381, 2).
digit(26428, 2).
digit(15635, 2).
digit(921, 1).
digit(13365, 6).
digit(7491, 5).
digit(2998, 2).
digit(21209, 4).
digit(19682, 9).
digit(15068, 7).
digit(10474, 6).
digit(500, 7).
digit(21377, 8).
digit(820, 8).
digit(4186, 6).
digit(6886, 5).
digit(1851, 4).
digit(18421, 9).
digit(6686, 2).
digit(29116, 5).
digit(23862, 5).
digit(17570, 2).
digit(7027, 9).
digit(25654, 8).
digit(11229, 9).
digit(17293, 7).
digit(1750, 9).
digit(32138, 0).
digit(19394, 1).
digit(23471, 4).
digit(25828, 7).
digit(24980, 6).
digit(23131, 6).
digit(32833, 8).
digit(19392, 2).
digit(31353, 2).
digit(22967, 5).
digit(21107, 9).
digit(18480, 9).
digit(26745, 7).
digit(16022, 9).
digit(10137, 5).
digit(11188, 2).
digit(32837, 9).
digit(14534, 9).
digit(1891, 3).
digit(11957, 6).
digit(10424, 9).
digit(18943, 8).
digit(13674, 1).
digit(28325, 4).
digit(5504, 9).
digit(4808, 3).
digit(8071, 9).
digit(16258, 4).
digit(14955, 6).
digit(11346, 8).
digit(17064, 3).
digit(14662, 9).
digit(8471, 9).
digit(1584, 6).
digit(22733, 9).
digit(13123, 7).
digit(29743, 5).
digit(32881, 2).
digit(13270, 5).
digit(4390, 8).
digit(6135, 8).
digit(32834, 9).
digit(10518, 6).
digit(4530, 8).
digit(26716, 4).
digit(3232, 3).
digit(29736, 9).
digit(18092, 6).
digit(20199, 7).
digit(17051, 7).
digit(21163, 6).
digit(10121, 7).
digit(2295, 4).
digit(17504, 2).
digit(26722, 8).
digit(14287, 7).
digit(4401, 8).
digit(7594, 6).
digit(16655, 7).
digit(29549, 2).
digit(8039, 9).
digit(17280, 7).
digit(1457, 7).
digit(17878, 8).
digit(11063, 4).
digit(24445, 6).
digit(7849, 3).
digit(24878, 7).
digit(8263, 9).
digit(14132, 9).
digit(11347, 3).
digit(24441, 6).
digit(27847, 8).
digit(25887, 5).
digit(22715, 4).
digit(22400, 9).
digit(30039, 4).
digit(27265, 5).
digit(9183, 6).
digit(27375, 3).
digit(8911, 8).
digit(25431, 9).
digit(22421, 3).
digit(1704, 1).
digit(4448, 8).
digit(30152, 6).
digit(6789, 3).
digit(7945, 4).
digit(28243, 2).
digit(1830, 6).
digit(26806, 6).
digit(25761, 7).
digit(21033, 2).
digit(15938, 9).
digit(12031, 8).
digit(23428, 1).
digit(14385, 9).
digit(2882, 0).
digit(19523, 7).
digit(6744, 5).
digit(632, 3).
digit(12773, 7).
digit(396, 5).
digit(167, 9).
digit(9273, 9).
digit(24433, 8).
digit(5846, 8).
digit(6094, 8).
digit(26963, 8).
digit(5274, 8).
digit(21230, 5).
digit(13398, 3).
digit(13689, 6).
digit(9442, 4).
digit(20801, 9).
digit(23232, 7).
digit(17135, 6).
digit(19069, 3).
digit(23028, 3).
digit(31159, 7).
digit(32284, 8).
digit(2269, 4).
digit(32054, 4).
digit(28009, 7).
digit(29361, 8).
digit(14550, 6).
digit(16919, 4).
digit(19650, 1).
digit(30303, 7).
digit(8528, 4).
digit(8926, 6).
digit(12957, 2).
digit(23623, 8).
digit(18902, 9).
digit(14900, 9).
digit(10286, 6).
digit(25978, 9).
digit(703, 7).
digit(8115, 5).
digit(31161, 8).
digit(8459, 8).
digit(5445, 9).
digit(557, 2).
digit(11822, 4).
digit(15638, 6).
digit(23211, 4).
digit(26717, 4).
digit(19769, 9).
digit(13690, 6).
digit(20696, 7).
digit(30864, 8).
digit(24231, 8).
digit(16301, 2).
digit(19282, 4).
digit(8968, 8).
digit(30705, 6).
digit(26187, 7).
digit(21252, 5).
digit(3733, 7).
digit(21484, 8).
digit(15045, 1).
digit(6651, 7).
digit(11931, 5).
digit(29407, 8).
digit(4670, 4).
digit(10651, 8).
digit(23731, 6).
digit(7762, 4).
digit(8515, 8).
digit(9208, 9).
digit(17022, 6).
digit(5587, 8).
digit(8919, 6).
digit(7553, 3).
digit(24334, 3).
digit(11800, 9).
digit(16233, 1).
digit(15215, 1).
digit(27715, 6).
digit(26079, 7).
digit(15012, 3).
digit(18825, 5).
digit(23357, 9).
digit(16371, 9).
digit(7733, 4).
digit(25892, 8).
digit(12976, 7).
digit(31842, 7).
digit(2577, 2).
digit(21120, 0).
digit(13338, 6).
digit(9540, 4).
digit(9976, 0).
digit(22469, 7).
digit(2300, 3).
digit(28543, 0).
digit(9728, 6).
digit(29836, 4).
digit(24919, 9).
digit(26670, 7).
digit(24749, 6).
digit(2472, 9).
digit(28023, 8).
digit(1581, 7).
digit(13529, 4).
digit(14913, 6).
digit(7962, 9).
digit(23074, 2).
digit(18520, 8).
digit(4759, 9).
digit(30737, 9).
digit(24724, 8).
digit(15762, 6).
digit(26270, 8).
digit(18967, 3).
digit(29747, 8).
digit(11385, 9).
digit(21710, 8).
digit(5869, 6).
digit(24999, 6).
digit(3114, 8).
digit(22864, 8).
digit(12914, 6).
digit(19577, 1).
digit(8841, 9).
digit(13736, 6).
digit(24280, 6).
digit(32839, 5).
digit(11612, 2).
digit(2379, 3).
digit(24747, 5).
digit(19283, 8).
digit(14918, 9).
digit(10740, 1).
digit(24207, 1).
digit(17080, 8).
digit(8265, 5).
digit(19884, 4).
digit(18125, 5).
digit(23206, 3).
digit(16431, 4).
digit(32479, 2).
digit(12567, 9).
digit(9065, 5).
digit(866, 0).
digit(26125, 9).
digit(6239, 8).
digit(1785, 9).
digit(19579, 1).
digit(2842, 3).
digit(21248, 3).
digit(2553, 5).
digit(28342, 8).
digit(21211, 4).
digit(22318, 8).
digit(16068, 8).
digit(1066, 7).
digit(24580, 8).
digit(14158, 2).
digit(14846, 7).
digit(23907, 2).
digit(12518, 6).
digit(23068, 3).
digit(12498, 8).
digit(19093, 9).
digit(17553, 4).
digit(19719, 8).
digit(10714, 4).
digit(24636, 9).
digit(24151, 8).
digit(8950, 5).
digit(22145, 9).
digit(31305, 9).
digit(2887, 9).
digit(29722, 3).
digit(17362, 4).
digit(572, 9).
digit(11049, 4).
digit(25254, 7).
digit(21685, 2).
digit(16358, 6).
digit(21222, 0).
digit(6095, 9).
digit(21621, 4).
digit(3880, 9).
digit(21458, 5).
digit(30602, 7).
digit(13982, 4).
digit(14776, 7).
digit(13059, 9).
digit(15355, 7).
digit(12797, 6).
digit(30762, 5).
digit(1295, 7).
digit(7277, 3).
digit(27, 0).
digit(14393, 4).
digit(17792, 9).
digit(18710, 9).
digit(2191, 7).
digit(13279, 8).
digit(5138, 0).
digit(31584, 8).
digit(31726, 7).
digit(23160, 8).
digit(26091, 6).
digit(4017, 7).
digit(8882, 6).
digit(16989, 6).
digit(21673, 6).
digit(22181, 9).
digit(7638, 8).
digit(8319, 8).
digit(447, 6).
digit(11632, 6).
digit(3012, 9).
digit(14200, 4).
digit(30247, 9).
digit(775, 5).
digit(19053, 9).
digit(11019, 9).
digit(19568, 4).
digit(20057, 7).
digit(18770, 2).
digit(6969, 3).
digit(23500, 3).
digit(19324, 7).
digit(15264, 6).
digit(23027, 7).
digit(1219, 4).
digit(19710, 2).
digit(25033, 7).
digit(3897, 4).
digit(21375, 8).
digit(30596, 6).
digit(31825, 9).
digit(6636, 2).
digit(28681, 6).
digit(12041, 6).
digit(18751, 9).
digit(26077, 6).
digit(23026, 6).
digit(3680, 8).
digit(2615, 7).
digit(8380, 6).
digit(18367, 7).
digit(3358, 7).
digit(5526, 2).
digit(28080, 6).
digit(13402, 2).
digit(24503, 3).
digit(22526, 9).
digit(8590, 5).
digit(17692, 4).
digit(29966, 5).
digit(4287, 5).
digit(4386, 5).
digit(8637, 8).
digit(10235, 9).
digit(2623, 5).
digit(4374, 4).
digit(21603, 6).
digit(15768, 3).
digit(31267, 7).
digit(21982, 9).
digit(10174, 5).
digit(31937, 4).
digit(3189, 6).
digit(26072, 9).
digit(26720, 6).
digit(27166, 2).
digit(11712, 1).
digit(15001, 7).
digit(6506, 7).
digit(23821, 5).
digit(567, 9).
digit(26198, 2).
digit(25379, 9).
digit(20802, 6).
digit(20176, 5).
digit(13643, 5).
digit(4668, 3).
digit(13231, 9).
digit(12199, 7).
digit(30951, 5).
digit(5899, 2).
digit(2824, 6).
digit(21422, 2).
digit(32453, 7).
digit(15457, 9).
digit(28741, 9).
digit(22358, 5).
digit(9456, 6).
digit(7067, 8).
digit(13660, 6).
digit(21198, 6).
digit(24795, 5).
digit(3630, 6).
digit(19130, 9).
digit(26899, 6).
digit(24313, 2).
digit(25094, 4).
digit(20010, 4).
digit(5396, 8).
digit(14359, 5).
digit(12276, 9).
digit(9046, 7).
digit(3302, 9).
digit(20926, 4).
digit(32525, 8).
digit(9556, 7).
digit(24396, 2).
digit(11501, 9).
digit(21311, 8).
digit(20545, 3).
digit(12812, 7).
digit(6237, 7).
digit(6219, 9).
digit(8419, 3).
digit(527, 4).
digit(12125, 9).
digit(27222, 7).
digit(21106, 7).
digit(7557, 8).
digit(10806, 5).
digit(30406, 5).
digit(16202, 6).
digit(29846, 7).
digit(1611, 6).
digit(12383, 9).
digit(262, 9).
digit(23038, 5).
digit(21707, 4).
digit(13437, 8).
digit(12485, 7).
digit(27785, 8).
digit(22448, 5).
digit(6662, 6).
digit(8667, 6).
digit(28364, 7).
digit(31747, 2).
digit(11459, 8).
digit(23880, 4).
digit(26986, 2).
digit(6547, 6).
digit(15940, 2).
digit(563, 9).
digit(8103, 7).
digit(12547, 7).
digit(8248, 5).
digit(20265, 3).
digit(24087, 7).
digit(25951, 4).
digit(4748, 8).
digit(18567, 4).
digit(9364, 9).
digit(20133, 8).
digit(3347, 8).
digit(15884, 8).
digit(1173, 1).
digit(7297, 5).
digit(2637, 9).
digit(16173, 4).
digit(10314, 7).
digit(9634, 9).
digit(7541, 6).
digit(10266, 3).
digit(6584, 7).
digit(31285, 4).
digit(23794, 6).
digit(13339, 3).
digit(23151, 2).
digit(19147, 1).
digit(4785, 7).
digit(15417, 1).
digit(10000, 8).
digit(29119, 6).
digit(26197, 3).
digit(22517, 3).
digit(17213, 3).
digit(452, 3).
digit(580, 1).
digit(12872, 9).
digit(7159, 4).
digit(32825, 3).
digit(20189, 8).
digit(6914, 9).
digit(32363, 8).
digit(2815, 8).
digit(2756, 6).
digit(9177, 1).
digit(8879, 8).
digit(8379, 5).
digit(2921, 7).
digit(19242, 2).
digit(10542, 7).
digit(25256, 4).
digit(18832, 8).
digit(22193, 2).
digit(24238, 2).
digit(4721, 9).
digit(27630, 5).
digit(313, 5).
digit(10825, 8).
digit(29974, 7).
digit(8903, 7).
digit(32624, 1).
digit(8992, 7).
digit(14022, 9).
digit(21822, 4).
digit(3498, 1).
digit(22379, 8).
digit(26604, 9).
digit(585, 7).
digit(13903, 8).
digit(28655, 8).
digit(17393, 5).
digit(8975, 3).
digit(17289, 7).
digit(2077, 6).
digit(11067, 0).
digit(13576, 4).
digit(25509, 9).
digit(1592, 3).
digit(25580, 8).
digit(15912, 9).
digit(8565, 4).
digit(19558, 5).
digit(13373, 9).
digit(18194, 2).
digit(26405, 8).
digit(2009, 5).
digit(28798, 3).
digit(18571, 9).
digit(17167, 9).
digit(3811, 8).
digit(31832, 9).
digit(5671, 7).
digit(2358, 9).
digit(10357, 4).
digit(19799, 5).
digit(12284, 2).
digit(19522, 3).
digit(13824, 5).
digit(15705, 8).
digit(14590, 9).
digit(20345, 7).
digit(31382, 9).
digit(168, 9).
digit(24681, 4).
digit(2917, 0).
digit(7069, 9).
digit(23221, 3).
digit(30565, 8).
digit(5347, 6).
digit(22840, 7).
digit(15029, 7).
digit(2836, 7).
digit(16245, 8).
digit(4092, 4).
digit(30640, 4).
digit(31462, 9).
digit(22509, 4).
digit(16721, 6).
digit(21344, 5).
digit(27059, 8).
digit(27488, 7).
digit(2477, 7).
digit(21704, 8).
digit(27127, 8).
digit(23695, 3).
digit(16821, 7).
digit(21231, 4).
digit(20042, 8).
digit(22727, 5).
digit(18532, 0).
digit(29932, 9).
digit(3152, 6).
digit(32006, 5).
digit(22695, 7).
digit(3992, 3).
digit(10800, 7).
digit(5588, 7).
digit(16872, 2).
digit(1253, 5).
digit(765, 6).
digit(16894, 9).
digit(20370, 5).
digit(12146, 3).
digit(13702, 6).
digit(18094, 2).
digit(16592, 6).
digit(13712, 7).
digit(26409, 7).
digit(2325, 6).
digit(19254, 6).
digit(19658, 6).
digit(4095, 6).
digit(26515, 4).
digit(18177, 7).
digit(2196, 9).
digit(9691, 5).
digit(28410, 8).
digit(23897, 8).
digit(28028, 6).
