digit(18657, 0).
initiatedAtNoise(sequence0 = false, 130).
digit(30758, 9).
initiatedAtNoise(sequence4 = false, 131).
digit(16636, 3).
initiatedAtNoise(sequence1 = false, 132).
digit(22873, 1).
digit(28689, 6).
initiatedAtNoise(sequence3 = true, 134).
digit(27653, 9).
initiatedAtNoise(sequence4 = false, 135).
digit(10266, 3).
digit(31429, 7).
initiatedAtNoise(sequence3 = false, 137).
digit(32714, 3).
initiatedAtNoise(sequence1 = false, 138).
digit(6371, 7).
digit(2051, 8).
digit(14398, 5).
initiatedAtNoise(sequence2 = false, 141).
digit(10439, 7).
digit(16218, 3).
digit(15069, 7).
digit(31379, 8).
initiatedAtNoise(sequence4 = true, 145).
digit(3164, 9).
digit(21556, 8).
digit(21203, 4).
initiatedAtNoise(sequence2 = true, 148).
digit(16899, 4).
initiatedAt(sequence2 = true, 149).
digit(94, 6).
initiatedAtNoise(sequence3 = true, 150).
digit(18132, 7).
initiatedAtNoise(sequence3 = false, 151).
digit(1412, 0).
initiatedAtNoise(sequence0 = true, 152).
digit(5030, 8).
digit(1559, 2).
initiatedAtNoise(sequence1 = true, 154).
digit(19908, 0).
initiatedAtNoise(sequence0 = true, 155).
digit(6049, 6).
initiatedAtNoise(sequence3 = true, 156).
digit(25014, 4).
digit(17113, 8).
initiatedAtNoise(sequence4 = true, 158).
digit(24292, 9).
digit(17336, 8).
digit(9655, 6).
initiatedAtNoise(sequence3 = true, 161).
digit(26660, 2).
digit(20, 8).
digit(32175, 6).
digit(10693, 7).
initiatedAtNoise(sequence3 = false, 165).
digit(22291, 9).
initiatedAtNoise(sequence4 = false, 166).
digit(8134, 9).
initiatedAt(sequence4 = false, 167).
digit(27202, 2).
initiatedAtNoise(sequence1 = true, 168).
digit(8290, 6).
digit(14483, 9).
initiatedAtNoise(sequence4 = false, 170).
digit(30966, 8).
digit(22903, 6).
initiatedAtNoise(sequence3 = true, 172).
digit(21080, 8).
digit(32648, 9).
initiatedAtNoise(sequence4 = false, 174).
digit(28268, 7).
digit(29703, 6).
initiatedAtNoise(sequence3 = true, 176).
digit(14574, 9).
initiatedAtNoise(sequence4 = false, 177).
digit(31598, 6).
digit(12653, 9).
initiatedAtNoise(sequence4 = false, 179).
digit(23303, 5).
initiatedAtNoise(sequence2 = false, 180).
digit(22803, 9).
initiatedAtNoise(sequence4 = false, 181).
digit(4254, 2).
digit(19046, 6).
initiatedAtNoise(sequence3 = true, 183).
digit(302, 4).
initiatedAtNoise(sequence2 = true, 184).
digit(9802, 4).
initiatedAt(sequence2 = true, 185).
digit(27667, 2).
initiatedAtNoise(sequence1 = true, 186).
digit(9533, 9).
digit(19164, 6).
digit(30319, 9).
digit(5220, 6).
initiatedAtNoise(sequence3 = true, 190).
digit(29271, 4).
initiatedAtNoise(sequence2 = true, 191).
digit(17667, 1).
initiatedAtNoise(sequence0 = false, 192).
digit(16147, 8).
initiatedAtNoise(sequence4 = true, 193).
digit(9170, 6).
initiatedAtNoise(sequence3 = true, 194).
digit(8400, 9).
digit(614, 7).
initiatedAtNoise(sequence3 = false, 196).
digit(1758, 5).
initiatedAtNoise(sequence2 = false, 197).
digit(25791, 7).
digit(6653, 8).
initiatedAtNoise(sequence4 = true, 199).
digit(7250, 6).
initiatedAtNoise(sequence3 = true, 200).
digit(13003, 4).
initiatedAtNoise(sequence2 = true, 201).
digit(2520, 8).
digit(5402, 6).
digit(2809, 4).
digit(30169, 8).
initiatedAtNoise(sequence4 = true, 205).
digit(25163, 5).
digit(6711, 8).
initiatedAtNoise(sequence4 = true, 207).
digit(27887, 7).
initiatedAtNoise(sequence3 = false, 208).
digit(16785, 2).
initiatedAtNoise(sequence1 = true, 209).
digit(11009, 9).
digit(22781, 9).
initiatedAt(sequence4 = false, 211).
digit(14074, 5).
initiatedAtNoise(sequence2 = false, 212).
digit(13309, 6).
initiatedAtNoise(sequence3 = true, 213).
digit(23734, 7).
initiatedAtNoise(sequence3 = false, 214).
digit(8936, 1).
initiatedAtNoise(sequence0 = false, 215).
digit(4428, 3).
digit(16119, 7).
initiatedAtNoise(sequence3 = false, 217).
digit(11223, 6).
digit(14958, 6).
initiatedAt(sequence3 = true, 219).
digit(12163, 4).
initiatedAtNoise(sequence2 = true, 220).
digit(13852, 8).
initiatedAtNoise(sequence4 = true, 221).
digit(2946, 2).
digit(12196, 7).
initiatedAtNoise(sequence3 = false, 223).
digit(10684, 3).
initiatedAtNoise(sequence1 = false, 224).
digit(24074, 9).
digit(3333, 9).
initiatedAt(sequence4 = false, 226).
digit(15020, 7).
initiatedAtNoise(sequence3 = false, 227).
digit(1337, 7).
initiatedAt(sequence3 = false, 228).
digit(9110, 5).
initiatedAtNoise(sequence2 = false, 229).
digit(19774, 9).
digit(7975, 6).
digit(5390, 1).
initiatedAtNoise(sequence0 = false, 232).
digit(11667, 6).
initiatedAtNoise(sequence3 = true, 233).
digit(14758, 8).
initiatedAtNoise(sequence4 = true, 234).
digit(10377, 9).
initiatedAtNoise(sequence4 = false, 235).
digit(11226, 7).
initiatedAtNoise(sequence3 = false, 236).
digit(25882, 7).
initiatedAt(sequence3 = false, 237).
digit(24544, 7).
initiatedAt(sequence3 = false, 238).
digit(6480, 0).
initiatedAtNoise(sequence0 = true, 239).
digit(17711, 7).
initiatedAtNoise(sequence3 = false, 240).
digit(6342, 7).
initiatedAt(sequence3 = false, 241).
digit(31428, 2).
initiatedAtNoise(sequence1 = true, 242).
digit(10077, 8).
digit(7483, 7).
initiatedAtNoise(sequence3 = false, 244).
digit(25524, 6).
digit(6192, 7).
digit(29618, 4).
initiatedAtNoise(sequence2 = true, 247).
digit(1005, 7).
digit(27538, 9).
initiatedAtNoise(sequence4 = false, 249).
digit(20320, 9).
initiatedAt(sequence4 = false, 250).
digit(29315, 4).
initiatedAtNoise(sequence2 = true, 251).
digit(3018, 9).
initiatedAtNoise(sequence4 = false, 252).
digit(1982, 9).
initiatedAt(sequence4 = false, 253).
digit(5977, 9).
initiatedAt(sequence4 = false, 254).
digit(32837, 9).
initiatedAt(sequence4 = false, 255).
digit(10870, 5).
initiatedAtNoise(sequence2 = false, 256).
digit(27581, 8).
initiatedAtNoise(sequence4 = true, 257).
digit(24781, 4).
digit(9399, 6).
initiatedAtNoise(sequence3 = true, 259).
digit(4819, 3).
digit(28605, 9).
initiatedAtNoise(sequence4 = false, 261).
digit(583, 1).
initiatedAtNoise(sequence0 = false, 262).
digit(21071, 4).
digit(8660, 7).
digit(3976, 5).
digit(6299, 9).
digit(29345, 3).
digit(7734, 7).
initiatedAtNoise(sequence3 = false, 268).
digit(27108, 5).
initiatedAtNoise(sequence2 = false, 269).
digit(6364, 9).
initiatedAtNoise(sequence4 = false, 270).
digit(27873, 6).
digit(22524, 7).
initiatedAtNoise(sequence3 = false, 272).
digit(25182, 5).
initiatedAtNoise(sequence2 = false, 273).
digit(13802, 9).
digit(16182, 7).
digit(22750, 3).
initiatedAtNoise(sequence1 = false, 276).
digit(18791, 6).
initiatedAtNoise(sequence3 = true, 277).
digit(31365, 9).
initiatedAtNoise(sequence4 = false, 278).
digit(11861, 9).
initiatedAt(sequence4 = false, 279).
digit(4568, 7).
initiatedAtNoise(sequence3 = false, 280).
digit(577, 7).
initiatedAt(sequence3 = false, 281).
digit(17814, 8).
digit(9440, 0).
initiatedAtNoise(sequence0 = true, 283).
digit(239, 9).
initiatedAtNoise(sequence4 = false, 284).
digit(6810, 4).
digit(5290, 9).
initiatedAtNoise(sequence4 = false, 286).
digit(16101, 6).
digit(21790, 9).
digit(7570, 7).
initiatedAtNoise(sequence3 = false, 289).
digit(14892, 9).
initiatedAtNoise(sequence4 = false, 290).
digit(5338, 9).
initiatedAt(sequence4 = false, 291).
digit(32643, 1).
digit(8361, 8).
digit(17929, 1).
digit(15765, 9).
initiatedAtNoise(sequence4 = false, 295).
digit(20221, 7).
digit(32759, 6).
digit(12559, 3).
initiatedAtNoise(sequence1 = false, 298).
digit(23430, 9).
initiatedAtNoise(sequence4 = false, 299).
digit(6602, 6).
initiatedAtNoise(sequence3 = true, 300).
digit(21345, 4).
initiatedAtNoise(sequence2 = true, 301).
digit(7968, 4).
initiatedAt(sequence2 = true, 302).
digit(14855, 6).
initiatedAtNoise(sequence3 = true, 303).
digit(11479, 4).
initiatedAtNoise(sequence2 = true, 304).
digit(14597, 4).
initiatedAt(sequence2 = true, 305).
digit(24389, 5).
initiatedAtNoise(sequence2 = false, 306).
digit(15528, 3).
initiatedAtNoise(sequence1 = false, 307).
digit(287, 4).
digit(4160, 7).
initiatedAtNoise(sequence3 = false, 309).
digit(15626, 9).
initiatedAtNoise(sequence4 = false, 310).
digit(3353, 7).
digit(5065, 8).
initiatedAtNoise(sequence4 = true, 312).
digit(2605, 6).
initiatedAtNoise(sequence3 = true, 313).
digit(28261, 5).
initiatedAtNoise(sequence2 = false, 314).
digit(7283, 2).
initiatedAtNoise(sequence1 = true, 315).
digit(28403, 4).
initiatedAtNoise(sequence2 = true, 316).
digit(3030, 8).
initiatedAtNoise(sequence4 = true, 317).
digit(21968, 9).
initiatedAtNoise(sequence4 = false, 318).
digit(23899, 9).
initiatedAt(sequence4 = false, 319).
digit(4490, 9).
initiatedAt(sequence4 = false, 320).
digit(20198, 6).
digit(27431, 5).
digit(27838, 1).
initiatedAtNoise(sequence0 = false, 323).
digit(12697, 8).
initiatedAtNoise(sequence4 = true, 324).
digit(9681, 8).
initiatedAt(sequence4 = true, 325).
digit(15002, 7).
initiatedAtNoise(sequence3 = false, 326).
digit(491, 9).
digit(4949, 7).
initiatedAtNoise(sequence3 = false, 328).
digit(7370, 4).
initiatedAtNoise(sequence2 = true, 329).
digit(17784, 2).
initiatedAtNoise(sequence1 = true, 330).
digit(2096, 6).
initiatedAtNoise(sequence3 = true, 331).
digit(21924, 7).
initiatedAtNoise(sequence3 = false, 332).
digit(11280, 8).
digit(6695, 8).
initiatedAt(sequence4 = true, 334).
digit(14776, 7).
initiatedAtNoise(sequence3 = false, 335).
digit(15958, 9).
initiatedAtNoise(sequence4 = false, 336).
digit(28503, 7).
initiatedAtNoise(sequence3 = false, 337).
digit(5310, 8).
initiatedAtNoise(sequence4 = true, 338).
digit(13705, 7).
initiatedAtNoise(sequence3 = false, 339).
digit(32172, 7).
initiatedAt(sequence3 = false, 340).
digit(12635, 8).
initiatedAtNoise(sequence4 = true, 341).
digit(4292, 9).
initiatedAtNoise(sequence4 = false, 342).
digit(9927, 8).
initiatedAtNoise(sequence4 = true, 343).
digit(20113, 8).
initiatedAt(sequence4 = true, 344).
digit(6548, 9).
initiatedAtNoise(sequence4 = false, 345).
digit(30841, 6).
initiatedAtNoise(sequence3 = true, 346).
digit(4356, 5).
digit(17657, 5).
initiatedAt(sequence2 = false, 348).
digit(22989, 3).
initiatedAtNoise(sequence1 = false, 349).
digit(10790, 8).
initiatedAtNoise(sequence4 = true, 350).
digit(16357, 5).
initiatedAtNoise(sequence2 = false, 351).
digit(873, 7).
initiatedAtNoise(sequence3 = false, 352).
digit(7062, 9).
initiatedAtNoise(sequence4 = false, 353).
digit(13777, 8).
initiatedAtNoise(sequence4 = true, 354).
digit(27243, 8).
initiatedAt(sequence4 = true, 355).
digit(18744, 8).
initiatedAt(sequence4 = true, 356).
digit(23441, 7).
initiatedAtNoise(sequence3 = false, 357).
digit(20940, 9).
digit(17430, 2).
digit(6399, 8).
initiatedAtNoise(sequence4 = true, 360).
digit(29841, 3).
initiatedAtNoise(sequence1 = false, 361).
digit(19478, 7).
initiatedAtNoise(sequence3 = false, 362).
digit(26252, 9).
initiatedAtNoise(sequence4 = false, 363).
digit(15342, 0).
initiatedAtNoise(sequence0 = true, 364).
digit(7854, 2).
initiatedAtNoise(sequence1 = true, 365).
digit(31046, 5).
initiatedAtNoise(sequence2 = false, 366).
digit(6301, 2).
initiatedAtNoise(sequence1 = true, 367).
digit(27015, 3).
initiatedAtNoise(sequence1 = false, 368).
digit(5989, 3).
initiatedAt(sequence1 = false, 369).
digit(12168, 9).
initiatedAtNoise(sequence4 = false, 370).
digit(8541, 0).
initiatedAtNoise(sequence0 = true, 371).
digit(21015, 5).
digit(25716, 0).
digit(31970, 8).
initiatedAtNoise(sequence4 = true, 374).
digit(21235, 4).
digit(10810, 5).
digit(3313, 7).
initiatedAtNoise(sequence3 = false, 377).
digit(9536, 7).
initiatedAt(sequence3 = false, 378).
digit(18483, 2).
digit(8531, 6).
digit(29635, 9).
initiatedAtNoise(sequence4 = false, 381).
digit(32783, 8).
digit(17290, 8).
initiatedAt(sequence4 = true, 383).
digit(27425, 1).
digit(6015, 1).
initiatedAt(sequence0 = false, 385).
digit(20391, 5).
initiatedAtNoise(sequence2 = false, 386).
digit(22050, 7).
initiatedAtNoise(sequence3 = false, 387).
digit(20728, 9).
initiatedAtNoise(sequence4 = false, 388).
digit(6681, 9).
initiatedAt(sequence4 = false, 389).
digit(23802, 4).
initiatedAtNoise(sequence2 = true, 390).
digit(18979, 7).
digit(9569, 4).
digit(4477, 0).
initiatedAtNoise(sequence0 = true, 393).
digit(12060, 5).
digit(25312, 9).
initiatedAtNoise(sequence4 = false, 395).
digit(9140, 6).
initiatedAtNoise(sequence3 = true, 396).
digit(7015, 9).
digit(20446, 6).
digit(20619, 9).
initiatedAtNoise(sequence4 = false, 399).
digit(10217, 9).
initiatedAt(sequence4 = false, 400).
digit(10665, 4).
initiatedAtNoise(sequence2 = true, 401).
digit(26229, 7).
initiatedAtNoise(sequence3 = false, 402).
digit(6699, 7).
initiatedAt(sequence3 = false, 403).
digit(14854, 1).
initiatedAtNoise(sequence0 = false, 404).
digit(15834, 2).
initiatedAtNoise(sequence1 = true, 405).
digit(14792, 6).
initiatedAtNoise(sequence3 = true, 406).
digit(5978, 1).
initiatedAtNoise(sequence0 = false, 407).
digit(12129, 6).
digit(23139, 4).
initiatedAtNoise(sequence2 = true, 409).
digit(22833, 8).
initiatedAtNoise(sequence4 = true, 410).
digit(14355, 0).
initiatedAtNoise(sequence0 = true, 411).
digit(18780, 7).
digit(3642, 3).
initiatedAtNoise(sequence1 = false, 413).
digit(14971, 4).
digit(1739, 9).
digit(20012, 5).
initiatedAtNoise(sequence2 = false, 416).
digit(22823, 9).
initiatedAtNoise(sequence4 = false, 417).
digit(22648, 9).
initiatedAt(sequence4 = false, 418).
digit(19477, 6).
initiatedAtNoise(sequence3 = true, 419).
digit(8388, 3).
initiatedAtNoise(sequence1 = false, 420).
digit(11187, 7).
initiatedAtNoise(sequence3 = false, 421).
digit(24813, 5).
digit(20999, 8).
digit(27892, 3).
digit(31904, 4).
digit(3906, 8).
initiatedAtNoise(sequence4 = true, 426).
digit(16037, 4).
digit(2921, 7).
digit(18236, 9).
initiatedAtNoise(sequence4 = false, 429).
digit(30924, 4).
digit(26623, 9).
initiatedAtNoise(sequence4 = false, 431).
digit(29837, 7).
digit(15985, 3).
initiatedAtNoise(sequence1 = false, 433).
digit(27191, 9).
initiatedAtNoise(sequence4 = false, 434).
digit(13862, 8).
initiatedAtNoise(sequence4 = true, 435).
digit(21284, 5).
digit(9525, 9).
initiatedAtNoise(sequence4 = false, 437).
digit(3959, 9).
initiatedAt(sequence4 = false, 438).
digit(11996, 3).
initiatedAtNoise(sequence1 = false, 439).
digit(28511, 8).
digit(12762, 5).
digit(27296, 3).
digit(20058, 4).
initiatedAtNoise(sequence2 = true, 443).
digit(12959, 3).
initiatedAtNoise(sequence1 = false, 444).
digit(29956, 3).
initiatedAt(sequence1 = false, 445).
digit(6452, 7).
digit(15982, 7).
initiatedAt(sequence3 = false, 447).
digit(23253, 9).
initiatedAtNoise(sequence4 = false, 448).
digit(22231, 2).
initiatedAtNoise(sequence1 = true, 449).
digit(24347, 5).
initiatedAtNoise(sequence2 = false, 450).
digit(4648, 6).
initiatedAtNoise(sequence3 = true, 451).
digit(20139, 4).
initiatedAtNoise(sequence2 = true, 452).
digit(5526, 2).
initiatedAtNoise(sequence1 = true, 453).
digit(20486, 4).
initiatedAtNoise(sequence2 = true, 454).
digit(30056, 4).
initiatedAt(sequence2 = true, 455).
digit(20499, 8).
digit(23208, 4).
initiatedAtNoise(sequence2 = true, 457).
digit(13382, 9).
digit(18287, 7).
digit(29666, 3).
initiatedAtNoise(sequence1 = false, 460).
digit(11214, 6).
initiatedAtNoise(sequence3 = true, 461).
digit(24537, 7).
digit(24020, 7).
initiatedAt(sequence3 = false, 463).
digit(27257, 3).
initiatedAtNoise(sequence1 = false, 464).
digit(24174, 8).
digit(4869, 8).
initiatedAt(sequence4 = true, 466).
digit(7192, 0).
digit(22735, 5).
digit(14640, 1).
digit(27328, 9).
digit(10873, 5).
initiatedAtNoise(sequence2 = false, 471).
digit(9039, 7).
initiatedAtNoise(sequence3 = false, 472).
digit(11007, 9).
initiatedAtNoise(sequence4 = false, 473).
digit(27118, 6).
initiatedAtNoise(sequence3 = true, 474).
digit(5398, 4).
initiatedAtNoise(sequence2 = true, 475).
digit(7317, 4).
initiatedAt(sequence2 = true, 476).
digit(7521, 0).
initiatedAtNoise(sequence0 = true, 477).
digit(28936, 9).
initiatedAtNoise(sequence4 = false, 478).
digit(18817, 8).
initiatedAtNoise(sequence4 = true, 479).
digit(9648, 3).
initiatedAtNoise(sequence1 = false, 480).
digit(12217, 9).
digit(7513, 5).
initiatedAtNoise(sequence2 = false, 482).
digit(19095, 8).
initiatedAtNoise(sequence4 = true, 483).
digit(26447, 9).
initiatedAtNoise(sequence4 = false, 484).
digit(31907, 9).
initiatedAt(sequence4 = false, 485).
digit(30728, 8).
initiatedAtNoise(sequence4 = true, 486).
digit(32849, 7).
initiatedAtNoise(sequence3 = false, 487).
digit(10542, 7).
initiatedAt(sequence3 = false, 488).
digit(8407, 9).
initiatedAtNoise(sequence4 = false, 489).
digit(14707, 5).
initiatedAtNoise(sequence2 = false, 490).
digit(15077, 0).
digit(303, 6).
initiatedAtNoise(sequence3 = true, 492).
digit(32026, 9).
initiatedAtNoise(sequence4 = false, 493).
digit(24166, 7).
digit(868, 7).
initiatedAt(sequence3 = false, 495).
digit(32699, 3).
initiatedAtNoise(sequence1 = false, 496).
digit(27900, 9).
initiatedAtNoise(sequence4 = false, 497).
digit(3515, 7).
initiatedAtNoise(sequence3 = false, 498).
digit(7650, 9).
digit(28185, 6).
initiatedAtNoise(sequence3 = true, 500).
digit(22106, 9).
initiatedAtNoise(sequence4 = false, 501).
digit(5116, 5).
initiatedAtNoise(sequence2 = false, 502).
digit(21617, 7).
initiatedAtNoise(sequence3 = false, 503).
digit(14345, 9).
digit(613, 3).
initiatedAtNoise(sequence1 = false, 505).
digit(15844, 8).
initiatedAtNoise(sequence4 = true, 506).
digit(25708, 3).
initiatedAtNoise(sequence1 = false, 507).
digit(27053, 2).
initiatedAtNoise(sequence1 = true, 508).
digit(670, 7).
digit(11363, 8).
initiatedAtNoise(sequence4 = true, 510).
digit(224, 7).
initiatedAtNoise(sequence3 = false, 511).
digit(630, 3).
initiatedAtNoise(sequence1 = false, 512).
digit(10907, 9).
digit(6420, 5).
digit(12295, 7).
digit(7822, 6).
initiatedAtNoise(sequence3 = true, 516).
digit(29418, 8).
initiatedAtNoise(sequence4 = true, 517).
digit(20867, 7).
digit(13707, 7).
initiatedAt(sequence3 = false, 519).
digit(6583, 9).
initiatedAtNoise(sequence4 = false, 520).
digit(13931, 8).
initiatedAtNoise(sequence4 = true, 521).
digit(20214, 7).
digit(13150, 9).
initiatedAtNoise(sequence4 = false, 523).
digit(4263, 9).
initiatedAt(sequence4 = false, 524).
digit(8456, 6).
digit(30575, 5).
digit(29802, 5).
initiatedAt(sequence2 = false, 527).
digit(2477, 7).
initiatedAtNoise(sequence3 = false, 528).
digit(6718, 9).
initiatedAtNoise(sequence4 = false, 529).
digit(25833, 8).
initiatedAtNoise(sequence4 = true, 530).
digit(9223, 9).
initiatedAtNoise(sequence4 = false, 531).
digit(15313, 8).
initiatedAtNoise(sequence4 = true, 532).
digit(29911, 4).
digit(28737, 4).
initiatedAt(sequence2 = true, 534).
digit(18580, 0).
digit(459, 8).
digit(8875, 7).
initiatedAtNoise(sequence3 = false, 537).
digit(26037, 5).
initiatedAtNoise(sequence2 = false, 538).
digit(28777, 9).
initiatedAtNoise(sequence4 = false, 539).
digit(2174, 9).
initiatedAt(sequence4 = false, 540).
digit(23298, 7).
digit(9642, 4).
initiatedAtNoise(sequence2 = true, 542).
digit(4991, 3).
initiatedAtNoise(sequence1 = false, 543).
digit(8018, 4).
initiatedAtNoise(sequence2 = true, 544).
digit(16706, 8).
digit(30127, 7).
digit(10922, 6).
digit(19890, 4).
initiatedAtNoise(sequence2 = true, 548).
digit(4240, 9).
initiatedAtNoise(sequence4 = false, 549).
digit(18229, 5).
initiatedAtNoise(sequence2 = false, 550).
digit(31047, 9).
digit(18833, 9).
initiatedAt(sequence4 = false, 552).
digit(13732, 4).
initiatedAtNoise(sequence2 = true, 553).
digit(2228, 1).
initiatedAtNoise(sequence0 = false, 554).
digit(4166, 9).
initiatedAtNoise(sequence4 = false, 555).
digit(29782, 4).
initiatedAtNoise(sequence2 = true, 556).
digit(9879, 7).
initiatedAtNoise(sequence3 = false, 557).
digit(2030, 8).
initiatedAtNoise(sequence4 = true, 558).
digit(22867, 2).
digit(18686, 3).
initiatedAtNoise(sequence1 = false, 560).
digit(24688, 5).
digit(25533, 8).
digit(5031, 7).
initiatedAtNoise(sequence3 = false, 563).
digit(25603, 9).
initiatedAtNoise(sequence4 = false, 564).
digit(16990, 8).
initiatedAtNoise(sequence4 = true, 565).
digit(24563, 5).
initiatedAtNoise(sequence2 = false, 566).
digit(12263, 8).
initiatedAtNoise(sequence4 = true, 567).
digit(13375, 9).
initiatedAtNoise(sequence4 = false, 568).
